CNOT,T,anf_terms,correct,depth,error,explicit_ancilla,gates,method,n,n_qubits,name,peak_ancilla,profile,profile_label,score,skipped,terms,time_s,truth_table_hex
11,4,3,True,11,,0,6,sshr_h,3,4,majority_n3,0,balanced,Balanced,4.665,,3,0.0003120899200439453,E8
21,12,3,True,21,,0,9,and_direct_anf,3,4,threshold2_n3,0,balanced,Balanced,13.245,,3,4.124641418457031e-05,E8
21,12,3,True,21,,0,9,and_mcts_factor,3,4,threshold2_n3,0,balanced,Balanced,13.245,,3,0.00010395050048828125,E8
12,4,3,True,12,,0,8,and_resource_nmcts,3,4,majority_n3,0,balanced,Balanced,4.74,,2,0.00821995735168457,E8
27,16,3,True,33,,0,17,and_cube_beam,3,4,threshold2_n3,1,balanced,Balanced,19.745,,3,0.00023221969604492188,E8
11,4,3,True,11,,0,6,sshr_h,3,4,threshold2_n3,0,balanced,Balanced,4.665,,3,0.0003077983856201172,E8
4,0,4,True,4,,0,4,and_direct_anf,4,5,parity_n4,0,balanced,Balanced,0.26,,4,4.1961669921875e-05,6996
4,0,4,True,4,,0,4,and_mcts_factor,4,5,parity_n4,0,balanced,Balanced,0.26,,4,8.606910705566406e-05,6996
12,4,3,True,12,,0,8,and_affine_nmcts,3,4,threshold2_n3,0,balanced,Balanced,4.74,,2,0.007216930389404297,E8
12,4,3,True,12,,0,8,and_resource_nmcts,3,4,threshold2_n3,0,balanced,Balanced,4.74,,2,0.008146047592163086,E8
152,96,4,True,184,,0,88,and_cube_beam,4,5,parity_n4,2,balanced,Balanced,109.72,,4,0.0028259754180908203,6996
4,0,4,True,4,,0,4,and_affine_nmcts,4,5,parity_n4,0,balanced,Balanced,0.26,,4,0.00956106185913086,6996
71,44,5,True,71,,0,27,and_direct_anf,4,5,majority_n4,2,balanced,Balanced,52.175000000000004,,5,4.291534423828125e-05,E880
20,8,4,True,24,,0,14,sshr_h,4,5,parity_n4,0,balanced,Balanced,9.3,,4,0.0025589466094970703,6996
61,32,5,True,61,,1,25,and_mcts_factor,4,6,majority_n4,2,balanced,Balanced,39.605,,5,0.00639796257019043,E880
4,0,4,True,4,,0,4,and_resource_nmcts,4,5,parity_n4,0,balanced,Balanced,0.26,,4,0.012122154235839844,6996
64,40,5,True,72,,0,32,and_cube_beam,4,5,majority_n4,2,balanced,Balanced,47.96,,5,0.0009059906005859375,E880
34,44,5,True,36,,0,9,sshr_h,4,5,majority_n4,1,balanced,Balanced,47.99,,5,0.00029206275939941406,E880
61,36,7,True,61,,0,25,and_direct_anf,4,5,threshold2_n4,2,balanced,Balanced,43.605,,7,5.4836273193359375e-05,FEE8
59,32,7,True,59,,1,25,and_mcts_factor,4,6,threshold2_n4,2,balanced,Balanced,39.495,,7,0.0034461021423339844,FEE8
266,140,30,True,266,,1,112,and_mcts_factor,6,8,sweep_truth_n6_5,2,t_heavy,T-heavy,147.88000000000002,,30,0.46758198738098145,4737819096DA1DAC
214,112,30,True,226,,1,102,and_resource_nmcts,6,8,sweep_truth_n6_3,2,t_heavy,T-heavy,118.85,,24,1.2386739253997803,6B65A6A48B8148F6
53,32,7,True,68,,0,36,and_cube_beam,4,5,threshold2_n4,2,balanced,Balanced,39.5,,7,0.0029103755950927734,FEE8
35,36,7,True,43,,0,19,sshr_h,4,5,threshold2_n4,1,balanced,Balanced,40.235,,7,0.0027909278869628906,FEE8
5,0,5,True,5,,0,5,and_direct_anf,5,6,parity_n5,0,balanced,Balanced,0.325,,5,5.602836608886719e-05,96696996
5,0,5,True,5,,0,5,and_mcts_factor,5,6,parity_n5,0,balanced,Balanced,0.325,,5,0.00010609626770019531,96696996
5,0,5,True,5,,0,5,and_affine_nmcts,5,6,parity_n5,0,balanced,Balanced,0.325,,5,0.010520696640014648,96696996
239,120,30,True,251,,1,119,and_affine_nmcts,6,8,sweep_truth_n6_5,3,t_heavy,T-heavy,128.435,,26,0.5579900741577148,4737819096DA1DAC
5,0,5,True,5,,0,5,and_resource_nmcts,5,6,parity_n5,0,balanced,Balanced,0.325,,5,0.025364398956298828,96696996
108,96,5,True,132,,0,54,sshr_h,5,6,parity_n5,1,balanced,Balanced,104.84,,5,0.003145933151245117,96696996
