split,target,baseline,metric,items,wins,losses,ties,mean_relative
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s5_top256,CNOT,38,5,12,21,0.020997047794013544
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s5_top256,depth,38,6,12,20,0.02788793038462563
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s6_top256,score_synth_tperrz30,38,1,17,20,0.03698997914012975
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s6_top256,score,38,1,17,20,0.0719558460067394
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s6_top256,score_rz1,38,1,17,20,0.046787226847352474
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s6_top256,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s6_top256,rz_total,38,0,16,22,0.05968699474180694
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s6_top256,CNOT,38,1,17,20,0.029039283928791182
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s6_top256,depth,38,1,17,20,0.035281249037376484
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top256,score_synth_tperrz30,38,1,16,21,0.037123244526930846
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top256,score,38,1,16,21,0.0834512598835548
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top256,score_rz1,38,1,16,21,0.049829244551047994
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top256,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top256,rz_total,38,1,15,22,0.05541203799087664
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top256,CNOT,38,2,14,22,0.021381559398379383
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s7_top256,depth,38,2,15,21,0.02831481678448797
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_top512,score_synth_tperrz30,38,1,17,20,0.03653934160100267
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_top512,score,38,1,17,20,0.08817558222688505
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_top512,score_rz1,38,1,17,20,0.05065511922179762
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_top512,rz_non_clifford,38,0,3,35,0.017348927875243662
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_top512,rz_total,38,1,16,21,0.05702495476063669
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_top512,CNOT,38,3,13,22,0.018209390091381897
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_top512,depth,38,3,15,20,0.026191601634249582
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s1_top512,score_synth_tperrz30,38,2,16,20,0.037102141989358815
test_n6,phase_affine_prefix16_tperrz30,phase_affine_random_s1_top512,score,38,2,16,20,0.08124228734875409
