CNOT,T,anf_terms,correct,depth,explicit_ancilla,gates,method,n,n_qubits,name,peak_ancilla,score,skipped,terms,time_s,truth_table_hex,variant
33,16,9,True,42,1,24,and_pareto_resource_nmcts,4,6,truth_n4_37,2,22.189999999999998,,4,0.4960923194885254,DE8A,learned_prior
36,16,11,True,39,1,21,and_pareto_resource_nmcts,4,6,truth_n4_39,2,22.235000000000003,,7,0.4856131076812744,C241,learned_prior
30,16,6,True,32,0,16,and_pareto_resource_nmcts,4,5,truth_n4_43,1,19.84,,4,0.1781477928161621,6C30,learned_prior
27,12,6,True,29,1,15,and_pareto_resource_nmcts,4,6,truth_n4_41,2,17.665,,3,0.4180920124053955,28DF,learned_prior
27,12,6,True,27,0,15,and_pareto_resource_nmcts,4,5,truth_n4_45,1,15.635,,3,0.11905312538146973,4722,learned_prior
27,12,10,True,31,0,19,and_pareto_resource_nmcts,4,5,truth_n4_44,1,15.735,,3,0.21458196640014648,571A,learned_prior
171,92,15,True,171,2,71,and_pareto_resource_nmcts,6,9,majority_n6,3,108.115,,15,3.0317399501800537,FEE8E880E8808000,learned_prior
40,16,11,True,46,1,28,and_pareto_resource_nmcts,4,6,truth_n4_42,2,22.570000000000004,,6,0.49674534797668457,B2B9,learned_prior
19,8,7,True,22,0,14,and_pareto_resource_nmcts,4,5,truth_n4_49,1,11.23,,6,0.21782398223876953,C374,learned_prior
24,12,10,True,31,0,19,and_pareto_resource_nmcts,4,5,truth_n4_50,1,15.615,,5,0.238569974899292,562B,learned_prior
30,16,10,True,35,0,19,and_pareto_resource_nmcts,4,5,truth_n4_52,1,19.915,,5,0.1396627426147461,17BE,learned_prior
78,40,15,True,89,1,43,and_pareto_resource_nmcts,5,7,threshold2_n5,2,48.885,,6,3.1873769760131836,FFFEFEE8,learned_prior
23,12,4,True,25,0,13,and_pareto_resource_nmcts,4,5,truth_n4_51,1,15.425,,3,0.21464180946350098,1A2A,learned_prior
36,16,10,True,41,1,23,and_pareto_resource_nmcts,4,6,truth_n4_46,2,22.285,,7,0.4635739326477051,27CD,learned_prior
24,12,7,True,28,0,16,and_pareto_resource_nmcts,4,5,truth_n4_56,1,15.540000000000001,,4,0.12752294540405273,D8F5,learned_prior
22,12,8,True,26,0,14,and_pareto_resource_nmcts,4,5,truth_n4_57,1,15.410000000000002,,4,0.12252306938171387,580D,learned_prior
40,16,10,True,44,1,26,and_pareto_resource_nmcts,4,6,truth_n4_47,2,22.520000000000003,,6,0.48894739151000977,371E,learned_prior
29,12,8,True,31,0,19,and_pareto_resource_nmcts,4,5,truth_n4_55,1,15.815,,5,0.21977996826171875,5BE6,learned_prior
26,12,13,True,35,1,21,and_pareto_resource_nmcts,4,6,truth_n4_48,2,17.775,,5,0.5122780799865723,F50B,learned_prior
40,16,9,True,45,1,25,and_pareto_resource_nmcts,4,6,truth_n4_58,1,20.525000000000002,,7,0.28934216499328613,9A8D,learned_prior
45,20,10,True,51,1,29,and_pareto_resource_nmcts,4,6,truth_n4_53,2,26.855,,5,0.4649341106414795,6142,learned_prior
31,12,8,True,34,1,20,and_pareto_resource_nmcts,4,6,truth_n4_61,1,15.95,,4,0.29761409759521484,B1F,learned_prior
43,20,8,True,45,1,23,and_pareto_resource_nmcts,4,6,truth_n4_54,2,26.625,,7,0.5082907676696777,18C2,learned_prior
34,16,9,True,39,1,21,and_pareto_resource_nmcts,4,6,truth_n4_60,2,22.155,,5,0.40928006172180176,CE9F,learned_prior
32,16,7,True,35,1,17,and_pareto_resource_nmcts,4,6,truth_n4_62,2,21.975,,5,0.4503319263458252,BACF,learned_prior
39,20,8,True,44,1,22,and_pareto_resource_nmcts,4,6,truth_n4_59,2,26.439999999999998,,6,0.5247249603271484,43B7,learned_prior
39,16,8,True,46,1,28,and_pareto_resource_nmcts,4,6,truth_n4_63,2,22.53,,6,0.47289180755615234,759C,learned_prior
171,92,35,True,184,2,84,and_pareto_resource_nmcts,6,9,threshold3_n6,3,108.44000000000001,,16,4.1076130867004395,FFFEFEE8FEE8E880,learned_prior
82,40,15,True,88,1,42,and_pareto_resource_nmcts,5,7,truth_n5_0,2,49.02,,11,2.034989833831787,89463E85,learned_prior
93,40,12,True,93,1,45,and_pareto_resource_nmcts,5,7,truth_n5_1,2,49.565000000000005,,10,2.7041053771972656,1FF49B78,learned_prior
67,32,15,True,78,1,44,and_pareto_resource_nmcts,5,7,truth_n5_9,2,40.29,,8,2.1565310955047607,A0EE89AE,learned_prior
85,36,21,True,96,1,52,and_pareto_resource_nmcts,5,7,truth_n5_6,2,45.36,,9,2.493927240371704,8D5288F1,learned_prior
80,40,14,True,83,1,37,and_pareto_resource_nmcts,5,7,truth_n5_7,2,48.815,,10,2.5367040634155273,4B0DBB41,learned_prior
89,40,14,True,95,1,49,and_pareto_resource_nmcts,5,7,truth_n5_5,2,49.475,,10,2.7657201290130615,142C3FE8,learned_prior
85,44,19,True,87,1,41,and_pareto_resource_nmcts,5,7,truth_n5_3,3,55.114999999999995,,12,3.05997371673584,EC1B8CA1,learned_prior
95,48,18,True,99,1,49,and_pareto_resource_nmcts,5,7,truth_n5_4,3,59.775,,16,3.487581968307495,60E7A113,learned_prior
106,48,17,True,112,2,58,and_pareto_resource_nmcts,5,8,truth_n5_2,3,60.5,,20,3.6964011192321777,F91E1D4C,learned_prior
70,36,15,True,77,1,39,and_pareto_resource_nmcts,5,7,truth_n5_10,2,44.345,,11,2.0916779041290283,9E574F7A,learned_prior
90,44,21,True,98,1,48,and_pareto_resource_nmcts,5,7,truth_n5_8,2,53.55,,11,3.857172966003418,D453DD32,learned_prior
61,28,12,True,65,1,35,and_pareto_resource_nmcts,5,7,truth_n5_13,2,35.765,,7,1.6894950866699219,5C941CF0,learned_prior
87,44,15,True,91,1,43,and_pareto_resource_nmcts,5,7,truth_n5_11,2,53.275,,11,2.5243000984191895,E2ACF72F,learned_prior
69,28,12,True,74,1,40,and_pareto_resource_nmcts,5,7,truth_n5_15,2,36.27,,9,2.44123911857605,3139D32C,learned_prior
88,40,19,True,94,1,48,and_pareto_resource_nmcts,5,7,truth_n5_12,2,49.41,,9,2.7686820030212402,DC98D2C1,learned_prior
62,32,10,True,69,1,37,and_pareto_resource_nmcts,5,7,truth_n5_18,3,41.88499999999999,,11,1.870316743850708,BBB2599,learned_prior
60,28,13,True,68,1,36,and_pareto_resource_nmcts,5,7,truth_n5_21,2,35.78,,8,1.4881632328033447,C5E7CE8A,learned_prior
73,32,15,True,76,1,40,and_pareto_resource_nmcts,5,7,truth_n5_19,2,40.46,,10,1.9449646472930908,A9488D99,learned_prior
83,36,17,True,89,2,47,and_pareto_resource_nmcts,5,8,truth_n5_16,3,47.125,,9,2.8892500400543213,B45ED1F0,learned_prior
72,36,12,True,75,1,35,and_pareto_resource_nmcts,5,7,truth_n5_17,2,44.355000000000004,,9,2.5134117603302,11CE5DD2,learned_prior
99,48,13,True,102,1,46,and_pareto_resource_nmcts,5,7,truth_n5_14,2,57.95,,13,3.5386288166046143,93CD59BF,learned_prior
83,40,18,True,88,1,44,and_pareto_resource_nmcts,5,7,truth_n5_20,2,49.08,,13,2.991075038909912,3A578A8E,learned_prior
70,32,13,True,75,2,37,and_pareto_resource_nmcts,5,8,truth_n5_25,3,42.294999999999995,,9,1.8864550590515137,DAF61A26,learned_prior
84,40,18,True,93,1,49,and_pareto_resource_nmcts,5,7,truth_n5_22,2,49.245000000000005,,14,2.8707568645477295,4A15544D,learned_prior
94,48,15,True,96,1,44,and_pareto_resource_nmcts,5,7,truth_n5_23,2,57.63999999999999,,13,2.8784902095794678,FC377A4C,learned_prior
88,40,18,True,94,1,48,and_pareto_resource_nmcts,5,7,truth_n5_24,2,49.41,,9,2.8238978385925293,146D3F31,learned_prior
87,40,14,True,95,1,51,and_pareto_resource_nmcts,5,7,truth_n5_29,2,49.41499999999999,,11,2.6954891681671143,614FF3D7,learned_prior
75,36,20,True,83,1,43,and_pareto_resource_nmcts,5,7,truth_n5_31,2,44.675,,11,1.9811136722564697,7412B293,learned_prior
101,44,14,True,103,1,51,and_pareto_resource_nmcts,5,7,truth_n5_28,2,54.095,,12,3.18491792678833,19DB3AD0,learned_prior
89,44,21,True,94,1,46,and_pareto_resource_nmcts,5,7,truth_n5_27,2,53.43,,13,3.274095058441162,DDD1DFB2,learned_prior
107,48,14,True,109,1,53,and_pareto_resource_nmcts,5,7,truth_n5_26,2,58.445,,12,3.309206962585449,3B982EF8,learned_prior
67,32,18,True,73,1,37,and_pareto_resource_nmcts,5,7,truth_n5_30,2,40.144999999999996,,10,3.005963087081909,47294739,learned_prior
43,20,10,True,48,1,26,and_pareto_resource_nmcts,5,7,truth_n5_37,1,24.7,,8,0.4085981845855713,5AF30553,learned_prior
85,40,15,True,88,1,44,and_pareto_resource_nmcts,5,7,truth_n5_32,2,49.16,,10,2.6502091884613037,A2BC372F,learned_prior
93,40,18,True,97,1,49,and_pareto_resource_nmcts,5,7,truth_n5_34,2,49.665,,10,2.6703741550445557,5D65A441,learned_prior
93,40,20,True,101,1,53,and_pareto_resource_nmcts,5,7,truth_n5_35,2,49.765,,10,2.705963134765625,29A3B2E9,learned_prior
90,44,19,True,96,1,48,and_pareto_resource_nmcts,5,7,truth_n5_33,2,53.519999999999996,,13,3.3343400955200195,D58842DE,learned_prior
91,44,10,True,93,1,41,and_pareto_resource_nmcts,5,7,truth_n5_36,2,53.445,,10,2.8328068256378174,5EC42E08,learned_prior
71,36,17,True,80,1,40,and_pareto_resource_nmcts,5,7,truth_n5_41,2,44.440000000000005,,8,2.557245969772339,B3AA7EFE,learned_prior
76,36,18,True,83,1,41,and_pareto_resource_nmcts,5,7,truth_n5_40,2,44.69499999999999,,10,2.9697229862213135,4458A885,learned_prior
87,40,16,True,89,1,43,and_pareto_resource_nmcts,5,7,truth_n5_38,2,49.245,,8,3.0472829341888428,35A240AE,learned_prior
70,36,19,True,75,1,39,and_pareto_resource_nmcts,5,7,truth_n5_39,3,46.315,,15,3.4356741905212402,AB9099A4,learned_prior
88,44,23,True,94,1,48,and_pareto_resource_nmcts,5,7,truth_n5_42,2,53.41,,14,3.3850197792053223,EFC89849,learned_prior
94,44,11,True,94,1,42,and_pareto_resource_nmcts,5,7,truth_n5_43,2,53.589999999999996,,11,3.071506977081299,AEFCFAD8,learned_prior
67,32,21,True,75,1,37,and_pareto_resource_nmcts,5,7,truth_n5_44,2,40.175,,8,2.6394078731536865,A5E5A5AB,learned_prior
94,48,18,True,104,1,50,and_pareto_resource_nmcts,5,7,truth_n5_45,2,57.82,,9,3.4813570976257324,12476F57,learned_prior
102,48,19,True,104,1,50,and_pareto_resource_nmcts,5,7,truth_n5_46,2,58.14,,11,3.201324939727783,9BF00273,learned_prior
95,48,17,True,102,1,50,and_pareto_resource_nmcts,5,7,truth_n5_47,2,57.83,,14,3.255873203277588,A28DEFE3,learned_prior
84,40,17,True,92,1,48,and_pareto_resource_nmcts,5,7,truth_n5_49,2,49.22,,13,3.2230589389801025,88BD6407,learned_prior
98,48,22,True,108,1,56,and_pareto_resource_nmcts,5,7,truth_n5_48,2,58.1,,17,3.6040761470794678,2BCFBE01,learned_prior
94,44,18,True,95,1,47,and_pareto_resource_nmcts,5,7,truth_n5_52,2,53.654999999999994,,13,2.769803047180176,29D4BEEF,learned_prior
83,40,16,True,88,1,44,and_pareto_resource_nmcts,5,7,truth_n5_53,2,49.08,,13,2.6628339290618896,7656AF72,learned_prior
104,44,19,True,108,1,54,and_pareto_resource_nmcts,5,7,truth_n5_50,2,54.31999999999999,,11,3.8295040130615234,BAA80DD4,learned_prior
71,36,12,True,72,1,32,and_pareto_resource_nmcts,5,7,truth_n5_54,2,44.24,,8,2.615875005722046,6123FDF7,learned_prior
51,24,9,True,57,1,33,and_pareto_resource_nmcts,5,7,truth_n5_58,2,31.224999999999998,,13,0.7881391048431396,A3D70628,learned_prior
101,48,14,True,102,1,46,and_pareto_resource_nmcts,5,7,truth_n5_51,2,58.03,,13,3.6948020458221436,3EABEDCB,learned_prior
91,44,14,True,96,1,46,and_pareto_resource_nmcts,5,7,truth_n5_55,2,53.54,,13,3.0138590335845947,451B4CF3,learned_prior
68,32,14,True,72,1,36,and_pareto_resource_nmcts,5,7,truth_n5_61,2,40.16,,10,1.9652128219604492,3838B326,learned_prior
101,44,11,True,103,1,51,and_pareto_resource_nmcts,5,7,truth_n5_56,2,54.095,,12,3.5988192558288574,FD5166E6,learned_prior
89,44,17,True,96,1,46,and_pareto_resource_nmcts,5,7,truth_n5_57,2,53.46,,11,3.3866429328918457,ECE66FA2,learned_prior
90,44,17,True,97,1,49,and_pareto_resource_nmcts,5,7,truth_n5_59,2,53.545,,15,3.433138132095337,B02B61C4,learned_prior
81,36,21,True,89,1,45,and_pareto_resource_nmcts,5,7,truth_n5_62,2,45.025000000000006,,10,3.0913310050964355,AF42E12F,learned_prior
89,44,19,True,91,1,41,and_pareto_resource_nmcts,5,7,truth_n5_60,2,53.335,,10,3.592690944671631,8E944239,learned_prior
214,112,29,True,223,2,101,and_pareto_resource_nmcts,6,9,truth_n6_0,3,130.91500000000002,,24,3.1206462383270264,C4B032CCD7C524A5,learned_prior
108,48,14,True,117,1,61,and_pareto_resource_nmcts,5,7,truth_n5_63,2,58.685,,14,3.6113171577453613,5304317F,learned_prior
229,120,36,True,236,2,104,and_pareto_resource_nmcts,6,9,truth_n6_1,4,141.73999999999998,,30,4.300372123718262,E51F30DC6A7EE39,learned_prior
212,108,37,True,216,2,96,and_pareto_resource_nmcts,6,9,truth_n6_3,3,126.67999999999999,,26,3.7830047607421875,CE177B4E0837B8A3,learned_prior
213,112,37,True,220,2,98,and_pareto_resource_nmcts,6,9,truth_n6_2,4,132.8,,26,4.358341217041016,D261A7AB3AA2E4F9,learned_prior
231,112,34,True,242,2,110,and_pareto_resource_nmcts,6,9,truth_n6_4,3,131.96999999999997,,29,3.7586307525634766,66B2BC5B50C187FC,learned_prior
236,116,34,True,248,2,114,and_pareto_resource_nmcts,6,9,truth_n6_5,4,138.29999999999998,,28,3.9811131954193115,10F1BC81448AAA9E,learned_prior
202,100,29,True,210,2,94,and_pareto_resource_nmcts,6,9,truth_n6_7,3,118.17,,21,3.364814043045044,9132B63EF16287E4,learned_prior
226,116,31,True,233,2,103,and_pareto_resource_nmcts,6,9,truth_n6_8,3,135.565,,26,3.573434829711914,B7C93ACFE059A0EE,learned_prior
205,96,33,True,216,2,104,and_pareto_resource_nmcts,6,9,truth_n6_6,3,114.48,,23,4.082144021987915,E9C349E03602F8AC,learned_prior
232,112,30,True,245,1,117,and_pareto_resource_nmcts,6,8,truth_n6_9,2,130.125,,25,3.824579954147339,366EB16F508EBAD7,learned_prior
214,108,36,True,217,2,99,and_pareto_resource_nmcts,6,9,truth_n6_10,4,128.805,,33,4.158737897872925,7FCD9EB1A7CAD415,learned_prior
185,96,29,True,196,2,92,and_pareto_resource_nmcts,6,9,truth_n6_12,3,113.26,,25,3.047640085220337,A491F0B2EA1FCA65,learned_prior
165,80,34,True,171,2,81,and_pareto_resource_nmcts,6,9,truth_n6_14,4,97.975,,23,2.9945461750030518,23BED01D43CF2FDE,learned_prior
238,120,37,True,244,2,108,and_pareto_resource_nmcts,6,9,truth_n6_11,3,140.26000000000002,,29,4.4231321811676025,E27A984D654821D0,learned_prior
219,108,29,True,227,2,105,and_pareto_resource_nmcts,6,9,truth_n6_15,4,129.215,,31,3.1068930625915527,BEB799193F22FAF8,learned_prior
238,120,38,True,244,2,108,and_pareto_resource_nmcts,6,9,truth_n6_13,3,140.26000000000002,,29,3.915895938873291,24933B83757750A9,learned_prior
193,96,31,True,197,2,89,and_pareto_resource_nmcts,6,9,truth_n6_17,3,113.565,,23,3.1845602989196777,BF3C4C06434308BC,learned_prior
223,112,35,True,229,2,103,and_pareto_resource_nmcts,6,9,truth_n6_16,3,131.385,,30,3.8272411823272705,89FA6A688FB5D27B,learned_prior
209,104,33,True,215,2,101,and_pareto_resource_nmcts,6,9,truth_n6_19,3,122.595,,32,3.5881967544555664,956269F0E5D7B875,learned_prior
207,104,34,True,214,2,96,and_pareto_resource_nmcts,6,9,truth_n6_18,3,122.44999999999999,,26,3.810912847518921,6DADD6C795A76D79,learned_prior
220,112,30,True,225,2,99,and_pareto_resource_nmcts,6,9,truth_n6_20,3,131.165,,27,3.765336036682129,5CABCC97663F1C97,learned_prior
204,104,24,True,209,2,95,and_pareto_resource_nmcts,6,9,truth_n6_23,3,122.245,,31,2.8533098697662354,7E570DDF827050A8,learned_prior
172,88,31,True,178,2,82,and_pareto_resource_nmcts,6,9,truth_n6_25,4,106.36999999999999,,23,3.0232362747192383,DC713D960C0FD195,learned_prior
243,120,35,True,250,2,114,and_pareto_resource_nmcts,6,9,truth_n6_21,4,142.60999999999999,,34,4.21335506439209,FF50BDE4382567B8,learned_prior
242,116,34,True,251,2,115,and_pareto_resource_nmcts,6,9,truth_n6_22,4,138.595,,33,4.033210039138794,2369B584FF5E9FF0,learned_prior
161,88,29,True,165,2,75,and_pareto_resource_nmcts,6,9,truth_n6_28,3,103.66499999999999,,23,2.906735897064209,AE340454CAC5B68C,learned_prior
214,108,32,True,220,2,98,and_pareto_resource_nmcts,6,9,truth_n6_26,3,126.84,,24,3.5906569957733154,27209BDF1C11F735,learned_prior
236,120,37,True,245,2,113,and_pareto_resource_nmcts,6,9,truth_n6_24,3,140.245,,33,4.343600034713745,C17AF08A1745D6D8,learned_prior
198,96,25,True,203,2,93,and_pareto_resource_nmcts,6,9,truth_n6_29,3,113.89500000000001,,27,2.921902894973755,98AE43346C12ACE8,learned_prior
203,100,36,True,212,2,96,and_pareto_resource_nmcts,6,9,truth_n6_27,3,118.26,,24,3.458852767944336,28F49481A0A04DC4,learned_prior
217,108,29,True,230,2,108,and_pareto_resource_nmcts,6,9,truth_n6_31,4,129.21,,30,2.9816768169403076,988C24C961B1CD22,learned_prior
214,104,28,True,217,2,97,and_pareto_resource_nmcts,6,9,truth_n6_30,3,122.785,,30,3.2176733016967773,62801C4510435A10,learned_prior
3,0,3,True,3,0,3,and_affine_nmcts,3,4,parity_n3,0,0.19499999999999998,,3,0.0016300678253173828,96,no_prior
3,0,3,True,3,0,3,and_resource_nmcts,3,4,parity_n3,0,0.19499999999999998,,3,0.0017080307006835938,96,no_prior
12,4,3,True,12,0,8,and_affine_nmcts,3,4,majority_n3,0,4.74,,2,0.002026081085205078,E8,no_prior
12,4,3,True,12,0,8,and_resource_nmcts,3,4,majority_n3,0,4.74,,2,0.002429962158203125,E8,no_prior
12,4,3,True,12,0,8,and_affine_nmcts,3,4,threshold2_n3,0,4.74,,2,0.0016307830810546875,E8,no_prior
12,4,3,True,12,0,8,and_resource_nmcts,3,4,threshold2_n3,0,4.74,,2,0.0018770694732666016,E8,no_prior
3,0,3,True,3,0,3,and_pareto_resource_nmcts,3,4,parity_n3,0,0.19499999999999998,,3,0.014575004577636719,96,no_prior
4,0,4,True,4,0,4,and_affine_nmcts,4,5,parity_n4,0,0.26,,4,0.0017871856689453125,6996,no_prior
4,0,4,True,4,0,4,and_resource_nmcts,4,5,parity_n4,0,0.26,,4,0.0031032562255859375,6996,no_prior
12,4,3,True,12,0,8,and_pareto_resource_nmcts,3,4,majority_n3,0,4.74,,2,0.019980907440185547,E8,no_prior
12,4,3,True,12,0,8,and_pareto_resource_nmcts,3,4,threshold2_n3,0,4.74,,2,0.01999187469482422,E8,no_prior
5,0,5,True,5,0,5,and_affine_nmcts,5,6,parity_n5,0,0.325,,5,0.00257110595703125,96696996,no_prior
5,0,5,True,5,0,5,and_resource_nmcts,5,6,parity_n5,0,0.325,,5,0.009100198745727539,96696996,no_prior
4,0,4,True,4,0,4,and_pareto_resource_nmcts,4,5,parity_n4,0,0.26,,4,0.031093120574951172,6996,no_prior
49,24,7,True,51,1,25,and_affine_nmcts,4,6,threshold2_n4,2,30.975,,7,0.055245161056518555,FEE8,no_prior
49,24,7,True,51,1,25,and_resource_nmcts,4,6,threshold2_n4,2,30.975,,7,0.057652950286865234,FEE8,no_prior
49,24,5,True,58,1,32,and_resource_nmcts,4,6,majority_n4,2,31.150000000000002,,8,0.06647419929504395,E880,no_prior
49,24,5,True,58,1,32,and_affine_nmcts,4,6,majority_n4,2,31.150000000000002,,8,0.07004117965698242,E880,no_prior
6,0,6,True,6,0,6,and_affine_nmcts,6,7,parity_n6,0,0.38999999999999996,,6,0.0008740425109863281,6996966996696996,no_prior
5,0,5,True,5,0,5,and_pareto_resource_nmcts,5,6,parity_n5,0,0.325,,5,0.08287405967712402,96696996,no_prior
70,32,15,True,70,1,34,and_affine_nmcts,5,7,majority_n5,2,40.19,,6,0.09658575057983398,FEE8E880,no_prior
6,0,6,True,6,0,6,and_resource_nmcts,6,7,parity_n6,0,0.38999999999999996,,6,0.039276123046875,6996966996696996,no_prior
70,32,15,True,70,1,34,and_resource_nmcts,5,7,majority_n5,2,40.19,,6,0.11502385139465332,FEE8E880,no_prior
219,108,15,True,219,1,87,and_affine_nmcts,6,8,majority_n6,2,124.915,,15,0.056794166564941406,FEE8E880E8808000,no_prior
219,108,15,True,219,1,87,and_resource_nmcts,6,8,majority_n6,2,124.915,,15,0.10912609100341797,FEE8E880E8808000,no_prior
225,132,35,True,238,1,100,and_affine_nmcts,6,8,threshold3_n6,2,149.57,,16,0.16022205352783203,FFFEFEE8FEE8E880,no_prior
78,40,15,True,89,1,43,and_affine_nmcts,5,7,threshold2_n5,2,48.885,,6,0.32317113876342773,FFFEFEE8,no_prior
67,36,9,True,67,1,29,and_affine_nmcts,6,8,mux_2_4,1,41.975,,9,0.0036840438842773438,FEDCBA9876543210,no_prior
6,0,6,True,6,0,6,and_pareto_resource_nmcts,6,7,parity_n6,0,0.38999999999999996,,6,0.2962508201599121,6996966996696996,no_prior
78,40,15,True,89,1,43,and_resource_nmcts,5,7,threshold2_n5,2,48.885,,6,0.33510708808898926,FFFEFEE8,no_prior
67,36,9,True,67,1,29,and_resource_nmcts,6,8,mux_2_4,1,41.975,,9,0.01890420913696289,FEDCBA9876543210,no_prior
31,16,3,True,31,1,13,and_affine_nmcts,4,6,adder_carry_w2,1,19.834999999999997,,3,0.025939226150512695,EC80,no_prior
31,16,3,True,31,1,13,and_resource_nmcts,4,6,adder_carry_w2,1,19.834999999999997,,3,0.02689385414123535,EC80,no_prior
49,24,7,True,49,1,23,and_pareto_resource_nmcts,4,6,threshold2_n4,2,30.925,,7,0.4336378574371338,FEE8,no_prior
97,48,7,True,97,1,39,and_affine_nmcts,6,8,adder_carry_w3,2,57.725,,7,0.012674093246459961,FEFCF8F0E0C08000,no_prior
49,24,5,True,58,1,32,and_pareto_resource_nmcts,4,6,majority_n4,2,31.150000000000002,,8,0.46733522415161133,E880,no_prior
14,8,2,True,14,0,6,and_affine_nmcts,4,5,mul_w2_bit1,0,8.830000000000002,,2,0.002351999282836914,6AC0,no_prior
14,8,2,True,14,0,6,and_resource_nmcts,4,5,mul_w2_bit1,0,8.830000000000002,,2,0.0028219223022460938,6AC0,no_prior
97,48,7,True,97,1,39,and_resource_nmcts,6,8,adder_carry_w3,2,57.725,,7,0.038086891174316406,FEFCF8F0E0C08000,no_prior
38,20,4,True,38,1,16,and_affine_nmcts,6,8,mul_w3_bit2,2,26.25,,4,0.003961086273193359,1E665AAAB4CCF000,no_prior
38,20,4,True,38,1,16,and_resource_nmcts,6,8,mul_w3_bit2,2,26.25,,4,0.015202999114990234,1E665AAAB4CCF000,no_prior
14,8,2,True,14,0,6,and_pareto_resource_nmcts,4,5,mul_w2_bit1,0,8.830000000000002,,2,0.029361248016357422,6AC0,no_prior
225,132,35,True,238,1,100,and_resource_nmcts,6,8,threshold3_n6,2,149.57,,16,0.3008887767791748,FFFEFEE8FEE8E880,no_prior
31,16,9,True,33,0,17,and_affine_nmcts,4,5,truth_n4_0,1,19.905,,5,0.021844863891601562,A3B1,no_prior
31,16,9,True,33,0,17,and_resource_nmcts,4,5,truth_n4_0,1,19.905,,5,0.024152040481567383,A3B1,no_prior
38,20,4,True,38,1,16,and_affine_nmcts,4,6,truth_n4_1,1,24.25,,4,0.023265838623046875,1C80,no_prior
38,20,4,True,38,1,16,and_resource_nmcts,4,6,truth_n4_1,1,24.25,,4,0.024087190628051758,1C80,no_prior
25,12,3,True,30,1,18,and_pareto_resource_nmcts,4,6,adder_carry_w2,2,17.63,,6,0.20749211311340332,EC80,no_prior
65,32,9,True,71,1,37,and_pareto_resource_nmcts,6,8,mux_2_4,1,38.035,,11,0.24707484245300293,FEDCBA9876543210,no_prior
49,24,12,True,54,1,28,and_affine_nmcts,4,6,truth_n4_2,2,31.05,,8,0.05778098106384277,667,no_prior
49,24,12,True,54,1,28,and_resource_nmcts,4,6,truth_n4_2,2,31.05,,8,0.06188392639160156,667,no_prior
31,16,9,True,33,0,17,and_pareto_resource_nmcts,4,5,truth_n4_0,1,19.905,,5,0.1856539249420166,A3B1,no_prior
38,20,4,True,38,1,16,and_pareto_resource_nmcts,6,8,mul_w3_bit2,2,26.25,,4,0.2370901107788086,1E665AAAB4CCF000,no_prior
48,24,11,True,55,1,29,and_affine_nmcts,4,6,truth_n4_3,2,31.035,,7,0.05788874626159668,BDD6,no_prior
48,24,11,True,55,1,29,and_resource_nmcts,4,6,truth_n4_3,2,31.035,,7,0.06152510643005371,BDD6,no_prior
37,16,4,True,39,1,21,and_pareto_resource_nmcts,4,6,truth_n4_1,1,20.275000000000002,,7,0.1883230209350586,1C80,no_prior
39,16,8,True,43,1,25,and_affine_nmcts,4,6,truth_n4_4,1,20.455,,5,0.0226747989654541,4668,no_prior
39,16,8,True,43,1,25,and_resource_nmcts,4,6,truth_n4_4,1,20.455,,5,0.024950027465820312,4668,no_prior
36,16,8,True,38,1,20,and_affine_nmcts,4,6,truth_n4_5,2,22.21,,6,0.046636104583740234,3EB1,no_prior
36,16,8,True,38,1,20,and_resource_nmcts,4,6,truth_n4_5,2,22.21,,6,0.04758715629577637,3EB1,no_prior
31,16,8,True,36,0,20,and_affine_nmcts,4,5,truth_n4_6,1,19.979999999999997,,6,0.01881861686706543,3924,no_prior
31,16,8,True,36,0,20,and_resource_nmcts,4,5,truth_n4_6,1,19.979999999999997,,6,0.019827842712402344,3924,no_prior
39,16,8,True,43,1,25,and_pareto_resource_nmcts,4,6,truth_n4_4,1,20.455,,5,0.22619009017944336,4668,no_prior
31,16,8,True,36,0,20,and_pareto_resource_nmcts,4,5,truth_n4_6,1,19.979999999999997,,6,0.1696009635925293,3924,no_prior
41,20,8,True,43,1,21,and_affine_nmcts,4,6,truth_n4_7,2,26.495,,5,0.05556917190551758,23B8,no_prior
41,20,8,True,43,1,21,and_resource_nmcts,4,6,truth_n4_7,2,26.495,,5,0.05785989761352539,23B8,no_prior
40,16,11,True,45,1,25,and_affine_nmcts,4,6,truth_n4_8,1,20.525000000000002,,7,0.02979302406311035,BC89,no_prior
42,20,12,True,46,1,24,and_pareto_resource_nmcts,4,6,truth_n4_2,2,26.61,,6,0.45972394943237305,667,no_prior
36,16,8,True,38,1,20,and_pareto_resource_nmcts,4,6,truth_n4_5,2,22.21,,6,0.33251094818115234,3EB1,no_prior
40,16,11,True,45,1,25,and_resource_nmcts,4,6,truth_n4_8,1,20.525000000000002,,7,0.031186342239379883,BC89,no_prior
41,20,10,True,45,1,23,and_affine_nmcts,4,6,truth_n4_9,1,24.545,,5,0.029079198837280273,1A3D,no_prior
48,24,11,True,55,1,29,and_pareto_resource_nmcts,4,6,truth_n4_3,2,31.035,,7,0.46409177780151367,BDD6,no_prior
41,20,10,True,45,1,23,and_resource_nmcts,4,6,truth_n4_9,1,24.545,,5,0.03202199935913086,1A3D,no_prior
