CNOT,T,anf_terms,correct,depth,error,explicit_ancilla,gates,method,n,n_qubits,name,peak_ancilla,score,skipped,terms,time_s,truth_table_hex
81,80,9,True,81,,0,9,direct_anf,6,7,mux_2_4,1,86.545,,9,9.012222290039062e-05,FEDCBA9876543210
81,48,9,True,81,,0,33,and_direct_anf,6,7,mux_2_4,1,54.785,,9,8.225440979003906e-05,FEDCBA9876543210
67,36,9,True,67,,1,29,and_mcts_factor,6,8,mux_2_4,1,41.975,,9,0.006784200668334961,FEDCBA9876543210
67,36,9,True,67,,1,29,and_affine_nmcts,6,8,mux_2_4,1,41.975,,9,0.020737171173095703,FEDCBA9876543210
67,36,9,True,67,,1,29,and_resource_nmcts,6,8,mux_2_4,1,41.975,,9,0.06707191467285156,FEDCBA9876543210
285,408,27,True,285,,0,27,direct_anf,11,12,mux_3_8,1,425.94499999999994,,27,0.0016891956329345703,FFFEFDFCFBFAF9F8F7F6F5F4F3F2F1F0EFEEEDECEBEAE9E8E7E6E5E4E3E2E1E0DFDEDDDCDBDAD9D8D7D6D5D4D3D2D1D0CFCECDCCCBCAC9C8C7C6C5C4C3C2C1C0BFBEBDBCBBBAB9B8B7B6B5B4B3B2B1B0AFAEADACABAAA9A8A7A6A5A4A3A2A1A09F9E9D9C9B9A999897969594939291908F8E8D8C8B8A898887868584838281807F7E7D7C7B7A797877767574737271706F6E6D6C6B6A696867666564636261605F5E5D5C5B5A595857565554535251504F4E4D4C4B4A494847464544434241403F3E3D3C3B3A393837363534333231302F2E2D2C2B2A292827262524232221201F1E1D1C1B1A191817161514131211100F0E0D0C0B0A09080706050403020100
351,216,27,True,351,,0,135,and_direct_anf,11,12,mux_3_8,2,240.65499999999997,,27,0.0028951168060302734,FFFEFDFCFBFAF9F8F7F6F5F4F3F2F1F0EFEEEDECEBEAE9E8E7E6E5E4E3E2E1E0DFDEDDDCDBDAD9D8D7D6D5D4D3D2D1D0CFCECDCCCBCAC9C8C7C6C5C4C3C2C1C0BFBEBDBCBBBAB9B8B7B6B5B4B3B2B1B0AFAEADACABAAA9A8A7A6A5A4A3A2A1A09F9E9D9C9B9A999897969594939291908F8E8D8C8B8A898887868584838281807F7E7D7C7B7A797877767574737271706F6E6D6C6B6A696867666564636261605F5E5D5C5B5A595857565554535251504F4E4D4C4B4A494847464544434241403F3E3D3C3B3A393837363534333231302F2E2D2C2B2A292827262524232221201F1E1D1C1B1A191817161514131211100F0E0D0C0B0A09080706050403020100
232,124,27,True,232,,1,98,and_mcts_factor,11,13,mux_3_8,2,141.73999999999998,,27,0.25197386741638184,FFFEFDFCFBFAF9F8F7F6F5F4F3F2F1F0EFEEEDECEBEAE9E8E7E6E5E4E3E2E1E0DFDEDDDCDBDAD9D8D7D6D5D4D3D2D1D0CFCECDCCCBCAC9C8C7C6C5C4C3C2C1C0BFBEBDBCBBBAB9B8B7B6B5B4B3B2B1B0AFAEADACABAAA9A8A7A6A5A4A3A2A1A09F9E9D9C9B9A999897969594939291908F8E8D8C8B8A898887868584838281807F7E7D7C7B7A797877767574737271706F6E6D6C6B6A696867666564636261605F5E5D5C5B5A595857565554535251504F4E4D4C4B4A494847464544434241403F3E3D3C3B3A393837363534333231302F2E2D2C2B2A292827262524232221201F1E1D1C1B1A191817161514131211100F0E0D0C0B0A09080706050403020100
78,40,15,True,89,,1,43,and_resource_nmcts,5,7,threshold2_n5,2,48.885,,6,4.782945156097412,FFFEFEE8
78,40,15,True,89,,1,43,and_affine_nmcts,5,7,threshold2_n5,2,48.885,,6,4.864269018173218,FFFEFEE8
34,36,3,True,34,,0,3,direct_anf,4,5,adder_carry_w2,1,39.9,,3,4.291534423828125e-05,EC80
33,20,3,True,33,,0,13,and_direct_anf,4,5,adder_carry_w2,1,23.945,,3,3.790855407714844e-05,EC80
31,16,3,True,31,,1,13,and_mcts_factor,4,6,adder_carry_w2,1,19.834999999999997,,3,0.0009343624114990234,EC80
232,124,27,True,232,,1,98,and_affine_nmcts,11,13,mux_3_8,2,141.73999999999998,,27,0.2458961009979248,FFFEFDFCFBFAF9F8F7F6F5F4F3F2F1F0EFEEEDECEBEAE9E8E7E6E5E4E3E2E1E0DFDEDDDCDBDAD9D8D7D6D5D4D3D2D1D0CFCECDCCCBCAC9C8C7C6C5C4C3C2C1C0BFBEBDBCBBBAB9B8B7B6B5B4B3B2B1B0AFAEADACABAAA9A8A7A6A5A4A3A2A1A09F9E9D9C9B9A999897969594939291908F8E8D8C8B8A898887868584838281807F7E7D7C7B7A797877767574737271706F6E6D6C6B6A696867666564636261605F5E5D5C5B5A595857565554535251504F4E4D4C4B4A494847464544434241403F3E3D3C3B3A393837363534333231302F2E2D2C2B2A292827262524232221201F1E1D1C1B1A191817161514131211100F0E0D0C0B0A09080706050403020100
31,16,3,True,31,,1,13,and_affine_nmcts,4,6,adder_carry_w2,1,19.834999999999997,,3,0.2767620086669922,EC80
74,132,7,True,74,,0,7,direct_anf,6,7,adder_carry_w3,1,138.14000000000001,,7,8.511543273925781e-05,FEFCF8F0E0C08000
109,68,7,True,109,,0,41,and_direct_anf,6,7,adder_carry_w3,2,78.405,,7,7.390975952148438e-05,FEFCF8F0E0C08000
97,48,7,True,97,,1,39,and_mcts_factor,6,8,adder_carry_w3,2,57.725,,7,0.04241204261779785,FEFCF8F0E0C08000
97,48,7,True,97,,1,39,and_affine_nmcts,6,8,adder_carry_w3,2,57.725,,7,0.08563780784606934,FEFCF8F0E0C08000
31,16,3,True,31,,1,13,and_resource_nmcts,4,6,adder_carry_w2,1,19.834999999999997,,3,0.28772401809692383,EC80
186,388,15,True,186,,0,15,direct_anf,8,9,adder_carry_w4,2,402.38,,15,0.00021576881408691406,FFFEFFFCFFF8FFF0FFE0FFC0FF80FF00FE00FC00F800F000E000C00080000000
309,196,15,True,309,,0,113,and_direct_anf,8,9,adder_carry_w4,3,220.125,,15,0.00020313262939453125,FFFEFFFCFFF8FFF0FFE0FFC0FF80FF00FE00FC00F800F000E000C00080000000
232,124,27,True,232,,1,98,and_resource_nmcts,11,13,mux_3_8,2,141.73999999999998,,27,0.6465883255004883,FFFEFDFCFBFAF9F8F7F6F5F4F3F2F1F0EFEEEDECEBEAE9E8E7E6E5E4E3E2E1E0DFDEDDDCDBDAD9D8D7D6D5D4D3D2D1D0CFCECDCCCBCAC9C8C7C6C5C4C3C2C1C0BFBEBDBCBBBAB9B8B7B6B5B4B3B2B1B0AFAEADACABAAA9A8A7A6A5A4A3A2A1A09F9E9D9C9B9A999897969594939291908F8E8D8C8B8A898887868584838281807F7E7D7C7B7A797877767574737271706F6E6D6C6B6A696867666564636261605F5E5D5C5B5A595857565554535251504F4E4D4C4B4A494847464544434241403F3E3D3C3B3A393837363534333231302F2E2D2C2B2A292827262524232221201F1E1D1C1B1A191817161514131211100F0E0D0C0B0A09080706050403020100
97,48,7,True,97,,1,39,and_resource_nmcts,6,8,adder_carry_w3,2,57.725,,7,0.19794201850891113,FEFCF8F0E0C08000
239,128,15,True,239,,1,93,and_mcts_factor,8,10,adder_carry_w4,2,146.07500000000002,,15,0.3285999298095703,FFFEFFFCFFF8FFF0FFE0FFC0FF80FF00FE00FC00F800F000E000C00080000000
12,8,2,True,12,,0,2,direct_anf,4,5,mul_w2_bit1,0,8.68,,2,3.600120544433594e-05,6AC0
14,8,2,True,14,,0,6,and_direct_anf,4,5,mul_w2_bit1,0,8.830000000000002,,2,3.1948089599609375e-05,6AC0
14,8,2,True,14,,0,6,and_mcts_factor,4,5,mul_w2_bit1,0,8.830000000000002,,2,9.274482727050781e-05,6AC0
14,8,2,True,14,,0,6,and_affine_nmcts,4,5,mul_w2_bit1,0,8.830000000000002,,2,0.012067794799804688,6AC0
14,8,2,True,14,,0,6,and_resource_nmcts,4,5,mul_w2_bit1,0,8.830000000000002,,2,0.012372016906738281,6AC0
28,36,4,True,28,,0,4,direct_anf,6,7,mul_w3_bit2,1,39.58,,4,6.413459777832031e-05,1E665AAAB4CCF000
40,24,4,True,40,,0,16,and_direct_anf,6,7,mul_w3_bit2,2,30.360000000000003,,4,5.91278076171875e-05,1E665AAAB4CCF000
38,20,4,True,38,,1,16,and_mcts_factor,6,8,mul_w3_bit2,2,26.25,,4,0.0011050701141357422,1E665AAAB4CCF000
38,20,4,True,38,,1,16,and_affine_nmcts,6,8,mul_w3_bit2,2,26.25,,4,0.02397298812866211,1E665AAAB4CCF000
38,20,4,True,38,,1,16,and_resource_nmcts,6,8,mul_w3_bit2,2,26.25,,4,0.06461191177368164,1E665AAAB4CCF000
92,176,10,True,92,,0,10,direct_anf,8,9,mul_w4_bit3,2,185.16,,10,0.00022292137145996094,1FE1E1E39C666666D925A5A55AAAAAAAB54B4B4936CCCCCC738F0F0FF000000
154,96,10,True,154,,0,58,and_direct_anf,8,9,mul_w4_bit3,3,111.05,,10,0.00020074844360351562,1FE1E1E39C666666D925A5A55AAAAAAAB54B4B4936CCCCCC738F0F0FF000000
124,64,10,True,124,,1,50,and_mcts_factor,8,10,mul_w4_bit3,3,77.32,,10,0.05121493339538574,1FE1E1E39C666666D925A5A55AAAAAAAB54B4B4936CCCCCC738F0F0FF000000
239,128,15,True,239,,1,93,and_affine_nmcts,8,10,adder_carry_w4,2,146.07500000000002,,15,0.3506338596343994,FFFEFFFCFFF8FFF0FFE0FFC0FF80FF00FE00FC00F800F000E000C00080000000
124,64,10,True,124,,1,50,and_affine_nmcts,8,10,mul_w4_bit3,3,77.32,,10,0.06378912925720215,1FE1E1E39C666666D925A5A55AAAAAAAB54B4B4936CCCCCC738F0F0FF000000
54,48,9,True,55,,0,9,direct_anf,4,5,truth_n4_0,1,53.075,,9,5.793571472167969e-05,A3B1
56,32,9,True,57,,0,25,and_direct_anf,4,5,truth_n4_0,1,37.345,,9,5.507469177246094e-05,A3B1
52,24,9,True,53,,1,25,and_mcts_factor,4,6,truth_n4_0,1,29.125,,9,0.005389213562011719,A3B1
124,64,10,True,124,,1,50,and_resource_nmcts,8,10,mul_w4_bit3,3,77.32,,10,0.16680288314819336,1FE1E1E39C666666D925A5A55AAAAAAAB54B4B4936CCCCCC738F0F0FF000000
31,16,9,True,33,,0,17,and_affine_nmcts,4,5,truth_n4_0,1,19.905,,5,0.22296762466430664,A3B1
40,40,4,True,40,,0,4,direct_anf,4,5,truth_n4_1,1,44.24,,4,4.124641418457031e-05,1C80
40,24,4,True,40,,0,16,and_direct_anf,4,5,truth_n4_1,1,28.360000000000003,,4,3.790855407714844e-05,1C80
38,20,4,True,38,,1,16,and_mcts_factor,4,6,truth_n4_1,1,24.25,,4,0.0012607574462890625,1C80
239,128,15,True,239,,1,93,and_resource_nmcts,8,10,adder_carry_w4,2,146.07500000000002,,15,0.7226979732513428,FFFEFFFCFFF8FFF0FFE0FFC0FF80FF00FE00FC00F800F000E000C00080000000
31,16,9,True,33,,0,17,and_resource_nmcts,4,5,truth_n4_0,1,19.905,,5,0.23391079902648926,A3B1
76,80,12,True,77,,0,12,direct_anf,4,5,truth_n4_2,1,86.31500000000001,,12,7.796287536621094e-05,667
89,52,12,True,90,,0,38,and_direct_anf,4,5,truth_n4_2,2,61.290000000000006,,12,7.104873657226562e-05,667
75,40,12,True,76,,1,34,and_mcts_factor,4,6,truth_n4_2,2,48.480000000000004,,12,0.012761116027832031,667
38,20,4,True,38,,1,16,and_affine_nmcts,4,6,truth_n4_1,1,24.25,,4,0.280609130859375,1C80
38,20,4,True,38,,1,16,and_resource_nmcts,4,6,truth_n4_1,1,24.25,,4,0.2887439727783203,1C80
74,84,11,True,74,,0,11,direct_anf,4,5,truth_n4_3,1,90.17999999999999,,11,7.128715515136719e-05,BDD6
83,48,11,True,83,,0,35,and_direct_anf,4,5,truth_n4_3,2,56.915,,11,6.508827209472656e-05,BDD6
71,32,11,True,71,,1,33,and_mcts_factor,4,6,truth_n4_3,2,40.235,,11,0.02249598503112793,BDD6
42,20,12,True,48,,1,26,and_affine_nmcts,4,6,truth_n4_2,2,26.66,,6,0.5968730449676514,667
42,20,12,True,48,,1,26,and_resource_nmcts,4,6,truth_n4_2,2,26.66,,6,0.623553991317749,667
72,68,8,True,72,,0,8,direct_anf,4,5,truth_n4_4,1,74.03999999999999,,8,5.91278076171875e-05,4668
74,44,8,True,74,,0,30,and_direct_anf,4,5,truth_n4_4,1,50.37,,8,5.412101745605469e-05,4668
64,32,8,True,64,,1,28,and_mcts_factor,4,6,truth_n4_4,1,37.800000000000004,,8,0.012454032897949219,4668
48,24,11,True,53,,1,27,and_affine_nmcts,4,6,truth_n4_3,2,30.985000000000003,,7,0.6584420204162598,BDD6
40,16,8,True,42,,1,24,and_affine_nmcts,4,6,truth_n4_4,1,20.47,,6,0.2344820499420166,4668
31,36,8,True,32,,0,8,direct_anf,4,5,truth_n4_5,1,39.8,,8,5.7697296142578125e-05,3EB1
43,24,8,True,44,,0,20,and_direct_anf,4,5,truth_n4_5,2,30.58,,8,5.316734313964844e-05,3EB1
41,20,8,True,42,,1,20,and_mcts_factor,4,6,truth_n4_5,2,26.47,,8,0.002077341079711914,3EB1
40,16,8,True,42,,1,24,and_resource_nmcts,4,6,truth_n4_4,1,20.47,,6,0.24604010581970215,4668
48,24,11,True,53,,1,27,and_resource_nmcts,4,6,truth_n4_3,2,30.985000000000003,,7,0.6882061958312988,BDD6
54,48,8,True,54,,0,8,direct_anf,4,5,truth_n4_6,1,53.05,,8,5.698204040527344e-05,3924
56,32,8,True,56,,0,24,and_direct_anf,4,5,truth_n4_6,1,37.32000000000001,,8,5.507469177246094e-05,3924
52,24,8,True,52,,1,24,and_mcts_factor,4,6,truth_n4_6,1,29.099999999999998,,8,0.006295919418334961,3924
31,16,8,True,34,,0,18,and_affine_nmcts,4,5,truth_n4_6,1,19.93,,6,0.18798208236694336,3924
36,16,8,True,38,,1,20,and_affine_nmcts,4,6,truth_n4_5,2,22.21,,6,0.5990557670593262,3EB1
58,68,8,True,58,,0,8,direct_anf,4,5,truth_n4_7,1,73.27,,8,5.888938903808594e-05,23B8
68,40,8,True,68,,0,28,and_direct_anf,4,5,truth_n4_7,2,48.02,,8,5.316734313964844e-05,23B8
61,28,8,True,61,,1,27,and_mcts_factor,4,6,truth_n4_7,2,35.625,,8,0.021268129348754883,23B8
31,16,8,True,34,,0,18,and_resource_nmcts,4,5,truth_n4_6,1,19.93,,6,0.1968979835510254,3924
951,520,71,True,951,,2,375,and_mcts_factor,8,11,threshold4_n8,6,588.055,,71,4.958027601242065,FFFFFFFEFFFEFEE8FFFEFEE8FEE8E880FFFEFEE8FEE8E880FEE8E880E8808000
64,60,11,True,65,,0,11,direct_anf,4,5,truth_n4_8,1,65.64500000000001,,11,7.915496826171875e-05,BC89
64,36,11,True,65,,0,29,and_direct_anf,4,5,truth_n4_8,1,41.825,,11,6.890296936035156e-05,BC89
54,24,11,True,55,,1,27,and_mcts_factor,4,6,truth_n4_8,1,29.255,,11,0.008342981338500977,BC89
36,16,8,True,38,,1,20,and_resource_nmcts,4,6,truth_n4_5,2,22.21,,6,0.58785080909729,3EB1
42,16,11,True,43,,1,23,and_affine_nmcts,4,6,truth_n4_8,1,20.555,,9,0.27065491676330566,BC89
68,64,10,True,69,,0,10,direct_anf,4,5,truth_n4_9,1,69.85499999999999,,10,6.723403930664062e-05,1A3D
69,40,10,True,70,,0,30,and_direct_anf,4,5,truth_n4_9,1,46.10999999999999,,10,6.222724914550781e-05,1A3D
59,28,10,True,60,,1,28,and_mcts_factor,4,6,truth_n4_9,1,33.54,,10,0.01075887680053711,1A3D
42,16,11,True,43,,1,23,and_resource_nmcts,4,6,truth_n4_8,1,20.555,,9,0.2746927738189697,BC89
951,520,71,True,951,,2,375,and_affine_nmcts,8,11,threshold4_n8,6,588.055,,71,5.31591010093689,FFFFFFFEFFFEFEE8FFFEFEE8FEE8E880FFFEFEE8FEE8E880FEE8E880E8808000
39,48,7,True,39,,0,7,direct_anf,4,5,truth_n4_10,1,52.215,,7,5.602836608886719e-05,AD3C
49,28,7,True,49,,0,21,and_direct_anf,4,5,truth_n4_10,2,34.905,,7,5.1975250244140625e-05,AD3C
41,20,7,True,41,,1,19,and_mcts_factor,4,6,truth_n4_10,2,26.445,,7,0.0031671524047851562,AD3C
41,20,10,True,45,,1,23,and_affine_nmcts,4,6,truth_n4_9,1,24.545,,5,0.3381927013397217,1A3D
39,16,8,True,43,,1,25,and_resource_nmcts,4,6,truth_n4_7,2,22.455,,5,0.684830904006958,23B8
55,48,9,True,55,,0,9,direct_anf,4,5,truth_n4_11,1,53.11500000000001,,9,5.888938903808594e-05,BD9C
57,32,9,True,57,,0,25,and_direct_anf,4,5,truth_n4_11,1,37.385,,9,5.6743621826171875e-05,BD9C
49,24,9,True,49,,1,23,and_mcts_factor,4,6,truth_n4_11,1,28.925,,9,0.0033571720123291016,BD9C
39,16,8,True,43,,1,25,and_affine_nmcts,4,6,truth_n4_7,2,22.455,,5,0.7218711376190186,23B8
41,20,10,True,45,,1,23,and_resource_nmcts,4,6,truth_n4_9,1,24.545,,5,0.35721492767333984,1A3D
69,64,11,True,70,,0,11,direct_anf,4,5,truth_n4_12,1,69.92,,11,6.723403930664062e-05,E465
70,40,11,True,71,,0,31,and_direct_anf,4,5,truth_n4_12,1,46.175,,11,6.389617919921875e-05,E465
