name,n,method,polarity,action_rank,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,score,terms,correct,time_s,error
anf_n16_22,16,root_heuristic_top1,0,0,2580,4411,4411,1735,2,3,2845.955,367,True,0.08493304252624512,
anf_n16_22,16,root_beam4_oracle_eval,0,1,2568,4389,4389,1727,2,3,2832.665,367,True,0.25145506858825684,
anf_n16_22,16,root_oracle12,0,1,2568,4389,4389,1727,2,3,2832.665,367,True,0.6817688941955566,
anf_n16_22,16,root_oracle24,0,1,2568,4389,4389,1727,2,3,2832.665,367,True,1.1793012619018555,
anf_n16_22,16,root_neural_top4,0,1,2568,4389,4389,1727,2,3,2832.665,367,True,0.00036978721618652344,
anf_n16_22,16,root_union_h4_n4,0,1,2568,4389,4389,1727,2,3,2832.665,367,True,0.0003228187561035156,
anf_n16_22,16,root_neural_top8,0,1,2568,4389,4389,1727,2,3,2832.665,367,True,0.000370025634765625,
anf_n16_22,16,root_union_h4_n8,0,1,2568,4389,4389,1727,2,3,2832.665,367,True,0.0006499290466308594,
anf_n16_22,16,root_neural_top12,0,1,2568,4389,4389,1727,2,3,2832.665,367,True,0.0003440380096435547,
anf_n16_22,16,root_union_h4_n12,0,1,2568,4389,4389,1727,2,3,2832.665,367,True,0.0003440380096435547,
anf_n16_23,16,root_direct,0,,948,1510,1510,562,0,2,1040.6699999999998,88,True,5.7200047969818115,
anf_n16_23,16,root_heuristic_top1,0,0,672,1194,1194,472,1,3,748.39,88,True,0.010679960250854492,
anf_n16_23,16,root_beam4_oracle_eval,0,2,668,1184,1184,468,1,3,743.8,88,True,0.028807878494262695,
anf_n16_23,16,root_oracle12,0,2,668,1184,1184,468,1,3,743.8,88,True,0.044771671295166016,
anf_n16_23,16,root_oracle24,0,2,668,1184,1184,468,1,3,743.8,88,True,0.00013899803161621094,
anf_n16_23,16,root_neural_top4,0,6,676,1187,1187,469,1,3,751.975,88,True,0.0008070468902587891,
anf_n16_23,16,root_union_h4_n4,0,2,668,1184,1184,468,1,3,743.8,88,True,0.0005457401275634766,
anf_n16_23,16,root_neural_top8,0,2,668,1184,1184,468,1,3,743.8,88,True,0.00034999847412109375,
anf_n16_23,16,root_union_h4_n8,0,2,668,1184,1184,468,1,3,743.8,88,True,0.00043511390686035156,
anf_n16_23,16,root_neural_top12,0,2,668,1184,1184,468,1,3,743.8,88,True,0.00080108642578125,
anf_n16_23,16,root_union_h4_n12,0,2,668,1184,1184,468,1,3,743.8,88,True,0.0003352165222167969,
