dataset,name,n,selected_k,policy,correct,lut_nodes,lut_edges,max_fanin,checkpoint_nodes,expanded_compute_calls,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,delta_T_vs_keep_all,delta_peak_ancilla_vs_keep_all,delta_score_vs_keep_all,source_manifest,abc_script,abc_binary,error
traditional,truth_n5_26,5,4,fanout_checkpoint,True,5,4,4,0,26,496,871,893,397,1,6,7,560.205000,312,-1,342.720000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_26,5,4,zero_checkpoint,True,5,4,4,0,26,496,871,893,397,1,6,7,560.205000,312,-1,342.720000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_27,5,3,keep_all_bennett,True,7,6,3,7,14,208,383,385,177,7,8,13,246.865000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_27,5,3,fanout_checkpoint,True,7,6,3,0,38,536,987,995,459,1,6,7,606.995000,328,-2,360.130000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_27,5,3,zero_checkpoint,True,7,6,3,0,38,536,987,995,459,1,6,7,606.995000,328,-2,360.130000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_28,5,5,keep_all_bennett,True,1,0,5,1,2,192,317,317,125,1,3,7,216.685000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_28,5,5,fanout_checkpoint,True,1,0,5,0,2,192,317,317,125,1,3,7,216.685000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_28,5,5,zero_checkpoint,True,1,0,5,0,2,192,317,317,125,1,3,7,216.685000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_29,5,5,keep_all_bennett,True,1,0,5,1,2,192,315,317,125,1,3,7,216.605000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_29,5,5,fanout_checkpoint,True,1,0,5,0,2,192,315,317,125,1,3,7,216.605000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_29,5,5,zero_checkpoint,True,1,0,5,0,2,192,315,317,125,1,3,7,216.605000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_3,5,3,keep_all_bennett,True,7,6,3,7,14,144,269,275,131,7,8,13,176.195000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_3,5,3,fanout_checkpoint,True,7,6,3,0,50,416,771,787,371,1,6,7,474.355000,272,-2,298.160000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_3,5,3,zero_checkpoint,True,7,6,3,0,50,416,771,787,371,1,6,7,474.355000,272,-2,298.160000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_30,5,3,keep_all_bennett,True,6,5,3,6,12,144,261,265,121,6,7,12,173.625000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_30,5,3,fanout_checkpoint,True,6,5,3,0,34,456,821,831,375,1,5,7,515.055000,312,-2,341.430000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_30,5,3,zero_checkpoint,True,6,5,3,0,34,456,821,831,375,1,5,7,515.055000,312,-2,341.430000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_31,5,5,keep_all_bennett,True,1,0,5,1,2,208,351,353,145,1,3,7,234.785000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_31,5,5,fanout_checkpoint,True,1,0,5,0,2,208,351,353,145,1,3,7,234.785000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_31,5,5,zero_checkpoint,True,1,0,5,0,2,208,351,353,145,1,3,7,234.785000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_32,5,5,keep_all_bennett,True,1,0,5,1,2,184,305,307,123,1,3,7,208.035000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_32,5,5,fanout_checkpoint,True,1,0,5,0,2,184,305,307,123,1,3,7,208.035000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_32,5,5,zero_checkpoint,True,1,0,5,0,2,184,305,307,123,1,3,7,208.035000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_33,5,5,keep_all_bennett,True,1,0,5,1,2,224,375,375,151,1,4,7,254.135000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_33,5,5,fanout_checkpoint,True,1,0,5,0,2,224,375,375,151,1,4,7,254.135000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_33,5,5,zero_checkpoint,True,1,0,5,0,2,224,375,375,151,1,4,7,254.135000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_34,5,4,keep_all_bennett,True,3,2,4,3,6,152,273,277,125,3,4,9,176.325000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_34,5,4,fanout_checkpoint,True,3,2,4,0,10,288,515,521,233,1,4,7,326.745000,136,0,150.420000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_34,5,4,zero_checkpoint,True,3,2,4,0,10,288,515,521,233,1,4,7,326.745000,136,0,150.420000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_35,5,3,keep_all_bennett,True,10,9,3,10,20,224,413,417,193,10,11,16,270.705000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_35,5,3,fanout_checkpoint,True,10,9,3,0,78,648,1223,1239,591,1,6,7,733.415000,424,-5,462.710000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_35,5,3,zero_checkpoint,True,10,9,3,0,78,648,1223,1239,591,1,6,7,733.415000,424,-5,462.710000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_36,5,5,keep_all_bennett,True,1,0,5,1,2,152,249,249,97,1,4,7,174.665000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_36,5,5,fanout_checkpoint,True,1,0,5,0,2,152,249,249,97,1,4,7,174.665000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_36,5,5,zero_checkpoint,True,1,0,5,0,2,152,249,249,97,1,4,7,174.665000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_37,5,5,keep_all_bennett,True,1,0,5,1,2,80,139,141,61,1,2,7,92.285000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_37,5,5,fanout_checkpoint,True,1,0,5,0,2,80,139,141,61,1,2,7,92.285000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_37,5,5,zero_checkpoint,True,1,0,5,0,2,80,139,141,61,1,2,7,92.285000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_38,5,5,keep_all_bennett,True,1,0,5,1,2,208,345,345,137,1,4,7,236.345000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_38,5,5,fanout_checkpoint,True,1,0,5,0,2,208,345,345,137,1,4,7,236.345000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_38,5,5,zero_checkpoint,True,1,0,5,0,2,208,345,345,137,1,4,7,236.345000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_39,5,4,keep_all_bennett,True,5,4,4,5,10,184,321,327,143,5,6,11,215.175000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_39,5,4,fanout_checkpoint,True,5,4,4,0,26,488,851,865,377,1,5,7,548.785000,304,-1,333.610000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_39,5,4,zero_checkpoint,True,5,4,4,0,26,488,851,865,377,1,5,7,548.785000,304,-1,333.610000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_4,5,5,keep_all_bennett,True,1,0,5,1,2,232,383,385,153,1,3,7,260.625000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_4,5,5,fanout_checkpoint,True,1,0,5,0,2,232,383,385,153,1,3,7,260.625000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_4,5,5,zero_checkpoint,True,1,0,5,0,2,232,383,385,153,1,3,7,260.625000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_40,5,4,keep_all_bennett,True,3,2,4,3,6,176,305,309,133,3,5,9,204.165000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_40,5,4,fanout_checkpoint,True,3,2,4,0,10,328,567,573,245,1,5,7,371.725000,152,0,167.560000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_40,5,4,zero_checkpoint,True,3,2,4,0,10,328,567,573,245,1,5,7,371.725000,152,0,167.560000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_41,5,5,keep_all_bennett,True,1,0,5,1,2,192,323,323,131,1,3,7,217.075000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_41,5,5,fanout_checkpoint,True,1,0,5,0,2,192,323,323,131,1,3,7,217.075000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_41,5,5,zero_checkpoint,True,1,0,5,0,2,192,323,323,131,1,3,7,217.075000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_42,5,5,keep_all_bennett,True,1,0,5,1,2,240,405,407,167,1,3,7,269.975000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_42,5,5,fanout_checkpoint,True,1,0,5,0,2,240,405,407,167,1,3,7,269.975000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_42,5,5,zero_checkpoint,True,1,0,5,0,2,240,405,407,167,1,3,7,269.975000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_43,5,5,keep_all_bennett,True,1,0,5,1,2,144,239,239,95,1,4,7,166.095000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_43,5,5,fanout_checkpoint,True,1,0,5,0,2,144,239,239,95,1,4,7,166.095000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_43,5,5,zero_checkpoint,True,1,0,5,0,2,144,239,239,95,1,4,7,166.095000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_44,5,3,keep_all_bennett,True,9,9,3,9,18,200,361,367,167,9,10,15,241.615000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_44,5,3,fanout_checkpoint,True,9,9,3,1,48,552,993,1007,455,2,8,8,627.375000,352,-2,385.760000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_44,5,3,zero_checkpoint,True,9,9,3,0,62,608,1105,1119,511,1,8,7,690.095000,408,-2,448.480000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_45,5,3,keep_all_bennett,True,12,12,3,12,24,256,459,465,209,12,13,18,309.425000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_45,5,3,fanout_checkpoint,True,12,12,3,1,88,904,1627,1639,735,2,9,8,1019.015000,648,-4,709.590000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_45,5,3,zero_checkpoint,True,12,12,3,0,110,992,1825,1859,867,1,8,7,1117.555000,736,-5,808.130000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_46,5,4,keep_all_bennett,True,5,4,4,5,10,176,307,311,135,5,6,11,206.295000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_46,5,4,fanout_checkpoint,True,5,4,4,0,26,504,879,885,381,1,5,7,566.245000,328,-1,359.950000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_46,5,4,zero_checkpoint,True,5,4,4,0,26,504,879,885,381,1,5,7,566.245000,328,-1,359.950000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_47,5,5,keep_all_bennett,True,1,0,5,1,2,224,369,371,147,1,4,7,253.795000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_47,5,5,fanout_checkpoint,True,1,0,5,0,2,224,369,371,147,1,4,7,253.795000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_47,5,5,zero_checkpoint,True,1,0,5,0,2,224,369,371,147,1,4,7,253.795000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_48,5,3,keep_all_bennett,True,10,9,3,10,20,248,455,459,211,10,11,16,297.195000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_48,5,3,fanout_checkpoint,True,10,9,3,0,78,712,1323,1335,623,1,6,7,803.175000,464,-5,505.980000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_48,5,3,zero_checkpoint,True,10,9,3,0,78,712,1323,1335,623,1,6,7,803.175000,464,-5,505.980000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_49,5,5,keep_all_bennett,True,1,0,5,1,2,200,333,335,135,1,3,7,225.695000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_49,5,5,fanout_checkpoint,True,1,0,5,0,2,200,333,335,135,1,3,7,225.695000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_49,5,5,zero_checkpoint,True,1,0,5,0,2,200,333,335,135,1,3,7,225.695000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_5,5,3,keep_all_bennett,True,7,6,3,7,14,168,309,315,147,7,8,13,202.555000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_5,5,3,fanout_checkpoint,True,7,6,3,0,38,456,831,851,395,1,6,7,517.955000,288,-2,315.400000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_5,5,3,zero_checkpoint,True,7,6,3,0,38,456,831,851,395,1,6,7,517.955000,288,-2,315.400000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 3,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_50,5,5,keep_all_bennett,True,1,0,5,1,2,232,387,387,155,1,4,7,262.835000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_50,5,5,fanout_checkpoint,True,1,0,5,0,2,232,387,387,155,1,4,7,262.835000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_50,5,5,zero_checkpoint,True,1,0,5,0,2,232,387,387,155,1,4,7,262.835000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_51,5,5,keep_all_bennett,True,1,0,5,1,2,168,279,281,113,1,4,7,192.505000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_51,5,5,fanout_checkpoint,True,1,0,5,0,2,168,279,281,113,1,4,7,192.505000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_51,5,5,zero_checkpoint,True,1,0,5,0,2,168,279,281,113,1,4,7,192.505000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_52,5,4,keep_all_bennett,True,5,4,4,5,10,160,291,295,135,5,6,11,189.415000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_52,5,4,fanout_checkpoint,True,5,4,4,0,26,384,707,713,329,1,5,7,436.265000,224,-1,246.850000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_52,5,4,zero_checkpoint,True,5,4,4,0,26,384,707,713,329,1,5,7,436.265000,224,-1,246.850000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_53,5,4,keep_all_bennett,True,5,4,4,5,10,152,269,275,123,5,6,11,180.115000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_53,5,4,fanout_checkpoint,True,5,4,4,0,26,408,723,737,329,1,5,7,461.265000,256,-1,281.150000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_53,5,4,zero_checkpoint,True,5,4,4,0,26,408,723,737,329,1,5,7,461.265000,256,-1,281.150000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 4,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_54,5,5,keep_all_bennett,True,1,0,5,1,2,160,263,265,105,1,3,7,181.545000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_54,5,5,fanout_checkpoint,True,1,0,5,0,2,160,263,265,105,1,3,7,181.545000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_54,5,5,zero_checkpoint,True,1,0,5,0,2,160,263,265,105,1,3,7,181.545000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_55,5,5,keep_all_bennett,True,1,0,5,1,2,176,291,293,117,1,3,7,199.205000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_55,5,5,fanout_checkpoint,True,1,0,5,0,2,176,291,293,117,1,3,7,199.205000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_55,5,5,zero_checkpoint,True,1,0,5,0,2,176,291,293,117,1,3,7,199.205000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_56,5,5,keep_all_bennett,True,1,0,5,1,2,168,275,275,107,1,4,7,192.195000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_56,5,5,fanout_checkpoint,True,1,0,5,0,2,168,275,275,107,1,4,7,192.195000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_56,5,5,zero_checkpoint,True,1,0,5,0,2,168,275,275,107,1,4,7,192.195000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_57,5,5,keep_all_bennett,True,1,0,5,1,2,240,395,395,155,1,4,7,271.275000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_57,5,5,fanout_checkpoint,True,1,0,5,0,2,240,395,395,155,1,4,7,271.275000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_57,5,5,zero_checkpoint,True,1,0,5,0,2,240,395,395,155,1,4,7,271.275000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_58,5,5,keep_all_bennett,True,1,0,5,1,2,96,163,163,67,1,2,7,109.635000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
traditional,truth_n5_58,5,5,fanout_checkpoint,True,1,0,5,0,2,96,163,163,67,1,2,7,109.635000,0,0,0.000000,benchmark_exports/traditional_resource_external_seed42,strash; if -K 5,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,
