n,method,functions,mean_terms,mean_T,mean_CNOT,mean_depth,mean_peak_ancilla,mean_schedule_logical_depth,mean_schedule_cnot_depth_proxy,mean_schedule_t_depth_proxy,mean_explicit_ancilla_live_peak,mean_explicit_ancilla_lifetime_area,mean_score,mean_time_s,verified_rows,mean_plan_nodes,circuit_verified_rows,mean_circuit_gates,mean_circuit_max_wire_terms
28,depth2_guard_direct,24,123.79166666666667,1070,1724.875,1724.9166666666667,5.291666666666667,118.16666666666667,1255.0416666666667,510.7916666666667,0.9166666666666666,23.541666666666668,1182.00125,0.6413055156660145,24,5.916666666666667,24,119.91666666666667,123.79166666666667
28,depth_frontier_policy,24,123.79166666666667,1036.1666666666667,1674.875,1674.9166666666667,5.416666666666667,118.91666666666667,1219.5416666666667,495.4583333333333,0.9166666666666666,31.791666666666668,1145.5062500000001,6.976214600791536,24,8.166666666666666,24,120.66666666666667,123.79166666666667
28,depth_policy,24,123.79166666666667,1070,1724.875,1724.9166666666667,5.291666666666667,118.16666666666667,1255.0416666666667,510.7916666666667,0.9166666666666666,23.541666666666668,1182.00125,0.639997112874274,24,5.916666666666667,24,119.91666666666667,123.79166666666667
28,direct_logical_and,24,123.79166666666667,1225.1666666666667,1961.5,1961.5416666666667,4.916666666666667,123.79166666666667,1412.2083333333333,585.4166666666666,0,0,1350.246875,1.0764582232998994e-06,24,1,24,123.79166666666667,123.79166666666667
28,screen_depth1,24,123.79166666666667,1098.8333333333333,1768.25,1768.2916666666667,5.291666666666667,118.45833333333333,1284.2916666666667,524.4166666666666,0.9166666666666666,18.083333333333332,1213.365625,0.13481217887419916,24,4.583333333333333,24,120.04166666666667,123.79166666666667
28,screen_depth2,24,123.79166666666667,1070,1724.875,1724.9166666666667,5.291666666666667,118.16666666666667,1255.0416666666667,510.7916666666667,0.9166666666666666,23.541666666666668,1182.00125,0.6413055156660145,24,5.916666666666667,24,119.91666666666667,123.79166666666667
28,screen_depth3,24,123.79166666666667,1051,1696.7916666666667,1696.8333333333333,5.333333333333333,118.625,1233.4166666666667,502.1666666666667,0.9166666666666666,28.458333333333332,1161.4491666666668,2.470508536625554,24,7.25,24,120.33333333333333,123.79166666666667
28,screen_depth4,24,123.79166666666667,1034.6666666666667,1672.875,1672.9166666666667,5.416666666666667,119.16666666666667,1217.5416666666667,494.8333333333333,0.9166666666666666,32.541666666666664,1143.8912500000001,7.4264094132083,24,8.416666666666666,24,120.91666666666667,123.79166666666667
28,screen_single,24,123.79166666666667,1148.3333333333333,1843.5833333333333,1843.625,5.208333333333333,119.45833333333333,1333.7083333333333,547.8333333333334,0.9166666666666666,10,1267.100625,0.021583006874607236,24,2.8333333333333335,24,121.125,123.79166666666667
32,adaptive_all_depth,24,116,948,1535.3333333333333,1535.3333333333333,5.208333333333333,111.58333333333333,1119.75,451.2916666666667,0.875,28.333333333333332,1048.7333333333333,10.53956385929117,24,7.416666666666667,24,113.33333333333333,116
32,depth2_guard_direct,24,116,980.3333333333334,1583,1583,5.208333333333333,110.79166666666667,1151.2916666666667,466.5,0.875,21.166666666666668,1083.8416666666667,0.6683320312085925,24,5.416666666666667,24,112.5,116
32,depth_frontier_policy,24,116,948.3333333333334,1535.7083333333333,1535.7083333333333,5.208333333333333,111.45833333333333,1120.1666666666667,451.4583333333333,0.875,28.125,1049.0877083333332,7.009068034624458,24,7.333333333333333,24,113.20833333333333,116
32,depth_policy,24,116,980.3333333333334,1583,1583,5.208333333333333,110.79166666666667,1151.2916666666667,466.5,0.875,21.166666666666668,1083.8416666666667,0.6678506735418827,24,5.416666666666667,24,112.5,116
32,direct_logical_and,24,116,1125.6666666666667,1804.5,1804.5,4.541666666666667,116,1296.8333333333333,536.75,0,0,1240.7858333333334,1.1145405854525354e-06,24,1,24,116,116
32,screen_depth1,24,116,1008.5,1625.3333333333333,1625.3333333333333,4.958333333333333,110.91666666666667,1179,479.9166666666667,0.875,16.416666666666668,1113.9783333333332,0.15103412333307156,24,4.25,24,112.58333333333333,116
32,screen_depth2,24,116,980.3333333333334,1583,1583,5.208333333333333,110.79166666666667,1151.2916666666667,466.5,0.875,21.166666666666668,1083.8416666666667,0.6683320312085925,24,5.416666666666667,24,112.5,116
32,screen_depth3,24,116,963.1666666666666,1557.7083333333333,1557.7083333333333,5.166666666666667,111.25,1134.875,458.5416666666667,0.875,25.041666666666668,1065.119375,2.4628992847504683,24,6.5,24,112.95833333333333,116
32,screen_depth4,24,116,948,1535.3333333333333,1535.3333333333333,5.208333333333333,111.58333333333333,1119.75,451.2916666666667,0.875,28.333333333333332,1048.7333333333333,7.231241234248955,24,7.416666666666667,24,113.33333333333333,116
32,screen_single,24,116,1050.1666666666667,1688.625,1688.625,4.916666666666667,111.75,1221.2916666666667,499.9583333333333,0.875,9.625,1159.2589583333333,0.026057185750081164,24,2.75,24,113.375,116
40,adaptive_all_depth,24,116.5,982,1586.625,1586.625,5.458333333333333,111.95833333333333,1134.2083333333333,469.2916666666667,0.875,29.875,1086.2272916666666,17.542807784581175,24,7.75,24,113.625,116.5
40,depth2_guard_direct,24,116.5,1017,1637.9166666666667,1637.9166666666667,5.416666666666667,110.83333333333333,1167.5416666666667,486,0.875,22.416666666666668,1124.1279166666666,1.1478414947496276,24,5.583333333333333,24,112.41666666666667,116.5
40,depth_frontier_policy,24,116.5,983.3333333333334,1588.2916666666667,1588.2916666666667,5.458333333333333,111.54166666666667,1135.2916666666667,469.875,0.875,29.208333333333332,1087.6556249999999,10.907358756999201,24,7.5,24,113.29166666666667,116.5
40,depth_policy,24,116.5,1017,1637.9166666666667,1637.9166666666667,5.416666666666667,110.83333333333333,1167.5416666666667,486,0.875,22.416666666666668,1124.1279166666666,1.1463018836248011,24,5.583333333333333,24,112.41666666666667,116.5
40,direct_logical_and,24,116.5,1172.8333333333333,1875.75,1875.75,5,116.5,1322.9583333333333,561.3333333333334,0,0,1293.02875,1.180499566544313e-06,24,1,24,116.5,116.5
40,screen_depth1,24,116.5,1047.5,1683.8333333333333,1683.8333333333333,5.416666666666667,110.91666666666667,1197.125,500.6666666666667,0.875,17.25,1157.3075,0.25870808666604717,24,4.333333333333333,24,112.58333333333333,116.5
40,screen_depth2,24,116.5,1017,1637.9166666666667,1637.9166666666667,5.416666666666667,110.83333333333333,1167.5416666666667,486,0.875,22.416666666666668,1124.1279166666666,1.1478414947496276,24,5.583333333333333,24,112.41666666666667,116.5
40,screen_depth3,24,116.5,995.8333333333334,1606.4583333333333,1606.4583333333333,5.458333333333333,111.04166666666667,1146.7083333333333,475.875,0.875,26.458333333333332,1101.2114583333332,4.181057984458373,24,6.666666666666667,24,112.70833333333333,116.5
40,screen_depth4,24,116.5,982,1586.625,1586.625,5.458333333333333,111.95833333333333,1134.2083333333333,469.2916666666667,0.875,29.875,1086.2272916666666,11.912335260458045,24,7.75,24,113.625,116.5
40,screen_single,24,116.5,1097.8333333333333,1760.4166666666667,1760.4166666666667,5.416666666666667,112.08333333333333,1246.0416666666667,525.0416666666666,0.875,9.833333333333334,1212.1154166666665,0.04286495824908343,24,2.75,24,113.66666666666667,116.5
