name,n,method,flow,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,revkit_lines,revkit_logic_qubits,revkit_t_count,unknown_gates,time_s,correct,permutation_checked,toffoli_distribution,skipped,error,truth_table_hex,revkit_commit,selected_method
truth_n5_42,5,external_revkit_cli_rms,rms,234,187,188,23,0,0,6,244.52999999999997,6,6,234,0,0.0595402717590332,True,True,"{""0"": 1, ""1"": 5, ""2"": 6, ""3"": 9, ""4"": 2}",,,EFC89849,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_42,5,external_revkit_cli_tbs,tbs,234,187,188,23,0,0,6,244.52999999999997,6,6,234,0,0.060430049896240234,True,True,"{""0"": 1, ""1"": 5, ""2"": 6, ""3"": 9, ""4"": 2}",,,EFC89849,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_43,5,external_revkit_cli_best_score,best_score:rms,172,109,109,11,0,1,7,180.10500000000002,6,7,172,0,0.05954098701477051,True,True,"{""0"": 0, ""1"": 1, ""2"": 4, ""3"": 5, ""4"": 0, ""5"": 1}",,,AEFCFAD8,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_rms
truth_n5_43,5,external_revkit_cli_dbs,dbs,191,92,92,8,0,1,7,198.14000000000001,6,7,191,0,0.06107902526855469,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 3, ""4"": 3, ""5"": 1}",,,AEFCFAD8,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_43,5,external_revkit_cli_rms,rms,172,109,109,11,0,1,7,180.10500000000002,6,7,172,0,0.05954098701477051,True,True,"{""0"": 0, ""1"": 1, ""2"": 4, ""3"": 5, ""4"": 0, ""5"": 1}",,,AEFCFAD8,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_43,5,external_revkit_cli_tbs,tbs,172,109,109,11,0,1,7,180.10500000000002,6,7,172,0,0.06003689765930176,True,True,"{""0"": 0, ""1"": 1, ""2"": 4, ""3"": 5, ""4"": 0, ""5"": 1}",,,AEFCFAD8,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_44,5,external_revkit_cli_best_score,best_score:dbs,95,51,51,6,0,0,6,97.86500000000001,6,6,95,0,0.06038689613342285,True,True,"{""0"": 0, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 3}",,,A5E5A5AB,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_44,5,external_revkit_cli_dbs,dbs,95,51,51,6,0,0,6,97.86500000000001,6,6,95,0,0.06038689613342285,True,True,"{""0"": 0, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 3}",,,A5E5A5AB,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_44,5,external_revkit_cli_rms,rms,249,186,187,21,0,0,6,259.455,6,6,249,0,0.05959725379943848,True,True,"{""0"": 1, ""1"": 2, ""2"": 7, ""3"": 8, ""4"": 3}",,,A5E5A5AB,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_44,5,external_revkit_cli_tbs,tbs,249,186,187,21,0,0,6,259.455,6,6,249,0,0.06024813652038574,True,True,"{""0"": 1, ""1"": 2, ""2"": 7, ""3"": 8, ""4"": 3}",,,A5E5A5AB,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_45,5,external_revkit_cli_best_score,best_score:dbs,246,78,78,7,0,1,7,252.35999999999999,6,7,246,0,0.06013202667236328,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 3}",,,12476F57,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_45,5,external_revkit_cli_dbs,dbs,246,78,78,7,0,1,7,252.35999999999999,6,7,246,0,0.06013202667236328,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 3}",,,12476F57,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_45,5,external_revkit_cli_rms,rms,307,182,183,18,0,1,7,319.205,6,7,307,0,0.06003904342651367,True,True,"{""0"": 1, ""1"": 0, ""2"": 5, ""3"": 7, ""4"": 4, ""5"": 1}",,,12476F57,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_45,5,external_revkit_cli_tbs,tbs,307,182,183,18,0,1,7,319.205,6,7,307,0,0.059602975845336914,True,True,"{""0"": 1, ""1"": 0, ""2"": 5, ""3"": 7, ""4"": 4, ""5"": 1}",,,12476F57,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_46,5,external_revkit_cli_best_score,best_score:dbs,166,92,92,8,0,1,7,173.14000000000001,6,7,166,0,0.060782670974731445,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 4, ""4"": 1, ""5"": 1}",,,9BF00273,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_46,5,external_revkit_cli_dbs,dbs,166,92,92,8,0,1,7,173.14000000000001,6,7,166,0,0.060782670974731445,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 4, ""4"": 1, ""5"": 1}",,,9BF00273,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_46,5,external_revkit_cli_rms,rms,259,165,166,19,0,1,7,270.28000000000003,6,7,259,0,0.060347795486450195,True,True,"{""0"": 1, ""1"": 3, ""2"": 5, ""3"": 7, ""4"": 2, ""5"": 1}",,,9BF00273,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_46,5,external_revkit_cli_tbs,tbs,259,165,166,19,0,1,7,270.28000000000003,6,7,259,0,0.05973196029663086,True,True,"{""0"": 1, ""1"": 3, ""2"": 5, ""3"": 7, ""4"": 2, ""5"": 1}",,,9BF00273,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_47,5,external_revkit_cli_best_score,best_score:dbs,183,96,96,8,0,1,7,190.36,6,7,183,0,0.06136012077331543,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 4, ""4"": 2, ""5"": 1}",,,A28DEFE3,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_47,5,external_revkit_cli_dbs,dbs,183,96,96,8,0,1,7,190.36,6,7,183,0,0.06136012077331543,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 4, ""4"": 2, ""5"": 1}",,,A28DEFE3,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_47,5,external_revkit_cli_rms,rms,251,146,147,17,0,1,7,261.215,6,7,251,0,0.060758113861083984,True,True,"{""0"": 1, ""1"": 2, ""2"": 5, ""3"": 5, ""4"": 3, ""5"": 1}",,,A28DEFE3,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_47,5,external_revkit_cli_tbs,tbs,251,146,147,17,0,1,7,261.215,6,7,251,0,0.06071615219116211,True,True,"{""0"": 1, ""1"": 2, ""2"": 5, ""3"": 5, ""4"": 3, ""5"": 1}",,,A28DEFE3,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_48,5,external_revkit_cli_best_score,best_score:dbs,182,85,85,9,0,1,7,188.76500000000001,6,7,182,0,0.062313079833984375,True,True,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 2, ""4"": 3, ""5"": 1}",,,2BCFBE01,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_48,5,external_revkit_cli_dbs,dbs,182,85,85,9,0,1,7,188.76500000000001,6,7,182,0,0.062313079833984375,True,True,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 2, ""4"": 3, ""5"": 1}",,,2BCFBE01,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_48,5,external_revkit_cli_rms,rms,306,174,175,22,0,1,7,317.805,6,7,306,0,0.06014108657836914,True,True,"{""0"": 1, ""1"": 4, ""2"": 6, ""3"": 5, ""4"": 5, ""5"": 1}",,,2BCFBE01,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_48,5,external_revkit_cli_tbs,tbs,306,174,175,22,0,1,7,317.805,6,7,306,0,0.059203147888183594,True,True,"{""0"": 1, ""1"": 4, ""2"": 6, ""3"": 5, ""4"": 5, ""5"": 1}",,,2BCFBE01,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_49,5,external_revkit_cli_best_score,best_score:dbs,192,102,102,9,0,0,6,197.70000000000002,6,6,192,0,0.061141014099121094,True,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 3, ""4"": 6}",,,88BD6407,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_49,5,external_revkit_cli_dbs,dbs,192,102,102,9,0,0,6,197.70000000000002,6,6,192,0,0.061141014099121094,True,True,"{""0"": 0, ""1"": 0, ""2"": 0, ""3"": 3, ""4"": 6}",,,88BD6407,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_49,5,external_revkit_cli_rms,rms,195,150,151,17,0,0,6,203.43499999999997,6,6,195,0,0.060736894607543945,True,True,"{""0"": 1, ""1"": 2, ""2"": 5, ""3"": 7, ""4"": 2}",,,88BD6407,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_49,5,external_revkit_cli_tbs,tbs,195,150,151,17,0,0,6,203.43499999999997,6,6,195,0,0.059819936752319336,True,True,"{""0"": 1, ""1"": 2, ""2"": 5, ""3"": 7, ""4"": 2}",,,88BD6407,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_5,5,external_revkit_cli_best_score,best_score:rms,235,131,131,14,0,1,7,244.345,6,7,235,0,0.06259918212890625,True,True,"{""0"": 0, ""1"": 1, ""2"": 5, ""3"": 4, ""4"": 3, ""5"": 1}",,,142C3FE8,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_rms
truth_n5_5,5,external_revkit_cli_dbs,dbs,311,102,102,9,0,1,7,318.69999999999993,6,7,311,0,0.06415605545043945,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 1, ""4"": 4, ""5"": 3}",,,142C3FE8,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_5,5,external_revkit_cli_rms,rms,235,131,131,14,0,1,7,244.345,6,7,235,0,0.06259918212890625,True,True,"{""0"": 0, ""1"": 1, ""2"": 5, ""3"": 4, ""4"": 3, ""5"": 1}",,,142C3FE8,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_5,5,external_revkit_cli_tbs,tbs,235,131,131,14,0,1,7,244.345,6,7,235,0,0.06265616416931152,True,True,"{""0"": 0, ""1"": 1, ""2"": 5, ""3"": 4, ""4"": 3, ""5"": 1}",,,142C3FE8,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_50,5,external_revkit_cli_best_score,best_score:dbs,208,97,97,9,0,1,7,215.425,6,7,208,0,0.06220388412475586,True,True,"{""0"": 0, ""1"": 1, ""2"": 0, ""3"": 3, ""4"": 4, ""5"": 1}",,,BAA80DD4,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_50,5,external_revkit_cli_dbs,dbs,208,97,97,9,0,1,7,215.425,6,7,208,0,0.06220388412475586,True,True,"{""0"": 0, ""1"": 1, ""2"": 0, ""3"": 3, ""4"": 4, ""5"": 1}",,,BAA80DD4,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_50,5,external_revkit_cli_rms,rms,256,151,151,19,0,1,7,266.495,6,7,256,0,0.06015515327453613,True,True,"{""0"": 0, ""1"": 3, ""2"": 8, ""3"": 4, ""4"": 3, ""5"": 1}",,,BAA80DD4,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_50,5,external_revkit_cli_tbs,tbs,256,151,151,19,0,1,7,266.495,6,7,256,0,0.06013679504394531,True,True,"{""0"": 0, ""1"": 3, ""2"": 8, ""3"": 4, ""4"": 3, ""5"": 1}",,,BAA80DD4,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_51,5,external_revkit_cli_best_score,best_score:dbs,183,96,96,8,0,1,7,190.36,6,7,183,0,0.06254696846008301,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 4, ""4"": 2, ""5"": 1}",,,3EABEDCB,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_51,5,external_revkit_cli_dbs,dbs,183,96,96,8,0,1,7,190.36,6,7,183,0,0.06254696846008301,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 4, ""4"": 2, ""5"": 1}",,,3EABEDCB,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_51,5,external_revkit_cli_rms,rms,196,120,121,14,0,1,7,204.755,6,7,196,0,0.06192612648010254,True,True,"{""0"": 1, ""1"": 2, ""2"": 4, ""3"": 5, ""4"": 1, ""5"": 1}",,,3EABEDCB,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_51,5,external_revkit_cli_tbs,tbs,196,120,121,14,0,1,7,204.755,6,7,196,0,0.05955195426940918,True,True,"{""0"": 1, ""1"": 2, ""2"": 4, ""3"": 5, ""4"": 1, ""5"": 1}",,,3EABEDCB,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_52,5,external_revkit_cli_best_score,best_score:rms,211,143,144,18,0,0,6,219.06,6,6,211,0,0.05927705764770508,True,True,"{""0"": 1, ""1"": 3, ""2"": 5, ""3"": 5, ""4"": 4}",,,29D4BEEF,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_rms
truth_n5_52,5,external_revkit_cli_dbs,dbs,246,98,98,9,0,1,7,253.48,6,7,246,0,0.061921119689941406,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 2, ""4"": 3, ""5"": 2}",,,29D4BEEF,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_52,5,external_revkit_cli_rms,rms,211,143,144,18,0,0,6,219.06,6,6,211,0,0.05927705764770508,True,True,"{""0"": 1, ""1"": 3, ""2"": 5, ""3"": 5, ""4"": 4}",,,29D4BEEF,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_52,5,external_revkit_cli_tbs,tbs,211,143,144,18,0,0,6,219.06,6,6,211,0,0.06145787239074707,True,True,"{""0"": 1, ""1"": 3, ""2"": 5, ""3"": 5, ""4"": 4}",,,29D4BEEF,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_53,5,external_revkit_cli_best_score,best_score:dbs,142,82,82,7,0,1,7,148.57999999999998,6,7,142,0,0.06088399887084961,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 4, ""4"": 0, ""5"": 1}",,,7656AF72,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_53,5,external_revkit_cli_dbs,dbs,142,82,82,7,0,1,7,148.57999999999998,6,7,142,0,0.06088399887084961,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 4, ""4"": 0, ""5"": 1}",,,7656AF72,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_53,5,external_revkit_cli_rms,rms,227,137,137,16,0,1,7,236.695,6,7,227,0,0.060842037200927734,True,True,"{""0"": 0, ""1"": 3, ""2"": 5, ""3"": 5, ""4"": 2, ""5"": 1}",,,7656AF72,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_53,5,external_revkit_cli_tbs,tbs,227,137,137,16,0,1,7,236.695,6,7,227,0,0.05933117866516113,True,True,"{""0"": 0, ""1"": 3, ""2"": 5, ""3"": 5, ""4"": 2, ""5"": 1}",,,7656AF72,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_54,5,external_revkit_cli_best_score,best_score:dbs,112,76,77,7,0,0,6,116.265,6,6,112,0,0.06071615219116211,True,True,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 4, ""4"": 2}",,,6123FDF7,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_54,5,external_revkit_cli_dbs,dbs,112,76,77,7,0,0,6,116.265,6,6,112,0,0.06071615219116211,True,True,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 4, ""4"": 2}",,,6123FDF7,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_54,5,external_revkit_cli_rms,rms,156,114,115,12,0,0,6,162.405,6,6,156,0,0.05913996696472168,True,True,"{""0"": 1, ""1"": 0, ""2"": 4, ""3"": 5, ""4"": 2}",,,6123FDF7,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_54,5,external_revkit_cli_tbs,tbs,156,114,115,12,0,0,6,162.405,6,6,156,0,0.06011223793029785,True,True,"{""0"": 1, ""1"": 0, ""2"": 4, ""3"": 5, ""4"": 2}",,,6123FDF7,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_55,5,external_revkit_cli_best_score,best_score:rms,174,132,133,14,0,0,6,181.415,6,6,174,0,0.059407711029052734,True,True,"{""0"": 1, ""1"": 2, ""2"": 2, ""3"": 7, ""4"": 2}",,,451B4CF3,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_rms
truth_n5_55,5,external_revkit_cli_dbs,dbs,230,84,84,8,0,1,7,236.70000000000002,6,7,230,0,0.06196904182434082,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 1, ""4"": 3, ""5"": 2}",,,451B4CF3,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_55,5,external_revkit_cli_rms,rms,174,132,133,14,0,0,6,181.415,6,6,174,0,0.059407711029052734,True,True,"{""0"": 1, ""1"": 2, ""2"": 2, ""3"": 7, ""4"": 2}",,,451B4CF3,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_55,5,external_revkit_cli_tbs,tbs,174,132,133,14,0,0,6,181.415,6,6,174,0,0.05950784683227539,True,True,"{""0"": 1, ""1"": 2, ""2"": 2, ""3"": 7, ""4"": 2}",,,451B4CF3,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_56,5,external_revkit_cli_best_score,best_score:rms,200,103,103,11,0,1,7,207.775,6,7,200,0,0.06116676330566406,True,True,"{""0"": 0, ""1"": 3, ""2"": 0, ""3"": 4, ""4"": 3, ""5"": 1}",,,FD5166E6,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_rms
truth_n5_56,5,external_revkit_cli_dbs,dbs,206,94,94,9,0,1,7,213.26,6,7,206,0,0.06226015090942383,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 2, ""4"": 4, ""5"": 1}",,,FD5166E6,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_56,5,external_revkit_cli_rms,rms,200,103,103,11,0,1,7,207.775,6,7,200,0,0.06116676330566406,True,True,"{""0"": 0, ""1"": 3, ""2"": 0, ""3"": 4, ""4"": 3, ""5"": 1}",,,FD5166E6,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_56,5,external_revkit_cli_tbs,tbs,200,103,103,11,0,1,7,207.775,6,7,200,0,0.05928397178649902,True,True,"{""0"": 0, ""1"": 3, ""2"": 0, ""3"": 4, ""4"": 3, ""5"": 1}",,,FD5166E6,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_57,5,external_revkit_cli_best_score,best_score:dbs,175,79,79,8,0,1,7,181.425,6,7,175,0,0.06126523017883301,True,True,"{""0"": 0, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 3, ""5"": 1}",,,ECE66FA2,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_57,5,external_revkit_cli_dbs,dbs,175,79,79,8,0,1,7,181.425,6,7,175,0,0.06126523017883301,True,True,"{""0"": 0, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 3, ""5"": 1}",,,ECE66FA2,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_57,5,external_revkit_cli_rms,rms,267,160,160,17,0,1,7,277.96999999999997,6,7,267,0,0.059370994567871094,True,True,"{""0"": 0, ""1"": 2, ""2"": 5, ""3"": 6, ""4"": 3, ""5"": 1}",,,ECE66FA2,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_57,5,external_revkit_cli_tbs,tbs,267,160,160,17,0,1,7,277.96999999999997,6,7,267,0,0.05966997146606445,True,True,"{""0"": 0, ""1"": 2, ""2"": 5, ""3"": 6, ""4"": 3, ""5"": 1}",,,ECE66FA2,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_58,5,external_revkit_cli_best_score,best_score:rms,92,81,81,9,0,0,6,96.545,6,6,92,0,0.05980110168457031,True,True,"{""0"": 0, ""1"": 1, ""2"": 4, ""3"": 4}",,,A3D70628,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_rms
truth_n5_58,5,external_revkit_cli_dbs,dbs,108,72,72,8,0,0,6,112.03999999999999,6,6,108,0,0.06078600883483887,True,True,"{""0"": 0, ""1"": 0, ""2"": 4, ""3"": 2, ""4"": 2}",,,A3D70628,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_58,5,external_revkit_cli_rms,rms,92,81,81,9,0,0,6,96.545,6,6,92,0,0.05980110168457031,True,True,"{""0"": 0, ""1"": 1, ""2"": 4, ""3"": 4}",,,A3D70628,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_58,5,external_revkit_cli_tbs,tbs,92,81,81,9,0,0,6,96.545,6,6,92,0,0.05970406532287598,True,True,"{""0"": 0, ""1"": 1, ""2"": 4, ""3"": 4}",,,A3D70628,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_59,5,external_revkit_cli_best_score,best_score:dbs,229,136,136,12,0,1,7,238.6,6,7,229,0,0.06329226493835449,True,True,"{""0"": 0, ""1"": 0, ""2"": 3, ""3"": 6, ""4"": 2, ""5"": 1}",,,B02B61C4,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_59,5,external_revkit_cli_dbs,dbs,229,136,136,12,0,1,7,238.6,6,7,229,0,0.06329226493835449,True,True,"{""0"": 0, ""1"": 0, ""2"": 3, ""3"": 6, ""4"": 2, ""5"": 1}",,,B02B61C4,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_59,5,external_revkit_cli_rms,rms,260,155,155,17,0,1,7,270.695,6,7,260,0,0.06034994125366211,True,True,"{""0"": 0, ""1"": 3, ""2"": 4, ""3"": 6, ""4"": 3, ""5"": 1}",,,B02B61C4,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_59,5,external_revkit_cli_tbs,tbs,260,155,155,17,0,1,7,270.695,6,7,260,0,0.0600428581237793,True,True,"{""0"": 0, ""1"": 3, ""2"": 4, ""3"": 6, ""4"": 3, ""5"": 1}",,,B02B61C4,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_6,5,external_revkit_cli_best_score,best_score:dbs,126,88,88,8,0,0,6,130.92000000000002,6,6,126,0,0.06232285499572754,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 4, ""4"": 2}",,,8D5288F1,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_6,5,external_revkit_cli_dbs,dbs,126,88,88,8,0,0,6,130.92000000000002,6,6,126,0,0.06232285499572754,True,True,"{""0"": 0, ""1"": 0, ""2"": 2, ""3"": 4, ""4"": 2}",,,8D5288F1,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_6,5,external_revkit_cli_rms,rms,209,164,165,21,0,0,6,218.245,6,6,209,0,0.06089210510253906,True,True,"{""0"": 1, ""1"": 4, ""2"": 7, ""3"": 7, ""4"": 2}",,,8D5288F1,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_6,5,external_revkit_cli_tbs,tbs,209,164,165,21,0,0,6,218.245,6,6,209,0,0.0618741512298584,True,True,"{""0"": 1, ""1"": 4, ""2"": 7, ""3"": 7, ""4"": 2}",,,8D5288F1,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_60,5,external_revkit_cli_best_score,best_score:dbs,197,86,86,9,0,1,7,203.82,6,7,197,0,0.062271833419799805,True,True,"{""0"": 0, ""1"": 0, ""2"": 3, ""3"": 1, ""4"": 4, ""5"": 1}",,,8E944239,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_60,5,external_revkit_cli_dbs,dbs,197,86,86,9,0,1,7,203.82,6,7,197,0,0.062271833419799805,True,True,"{""0"": 0, ""1"": 0, ""2"": 3, ""3"": 1, ""4"": 4, ""5"": 1}",,,8E944239,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_60,5,external_revkit_cli_rms,rms,243,152,153,19,0,1,7,253.565,6,7,243,0,0.059781789779663086,True,True,"{""0"": 1, ""1"": 4, ""2"": 5, ""3"": 6, ""4"": 2, ""5"": 1}",,,8E944239,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_60,5,external_revkit_cli_tbs,tbs,243,152,153,19,0,1,7,253.565,6,7,243,0,0.060122013092041016,True,True,"{""0"": 1, ""1"": 4, ""2"": 5, ""3"": 6, ""4"": 2, ""5"": 1}",,,8E944239,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_61,5,external_revkit_cli_best_score,best_score:dbs,95,72,72,6,0,0,6,99.02,6,6,95,0,0.06178784370422363,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 4, ""4"": 1}",,,3838B326,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_61,5,external_revkit_cli_dbs,dbs,95,72,72,6,0,0,6,99.02,6,6,95,0,0.06178784370422363,True,True,"{""0"": 0, ""1"": 0, ""2"": 1, ""3"": 4, ""4"": 1}",,,3838B326,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_61,5,external_revkit_cli_rms,rms,130,105,105,14,0,0,6,135.91499999999996,6,6,130,0,0.060366153717041016,True,True,"{""0"": 0, ""1"": 3, ""2"": 6, ""3"": 4, ""4"": 1}",,,3838B326,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_61,5,external_revkit_cli_tbs,tbs,130,105,105,14,0,0,6,135.91499999999996,6,6,130,0,0.059166908264160156,True,True,"{""0"": 0, ""1"": 3, ""2"": 6, ""3"": 4, ""4"": 1}",,,3838B326,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_62,5,external_revkit_cli_best_score,best_score:dbs,260,90,90,9,0,1,7,267.04,6,7,260,0,0.060658931732177734,True,True,"{""0"": 0, ""1"": 0, ""2"": 4, ""3"": 1, ""4"": 1, ""5"": 3}",,,AF42E12F,104eb35f1933b080aa228ad419756f04682d4a2e,external_revkit_cli_dbs
truth_n5_62,5,external_revkit_cli_dbs,dbs,260,90,90,9,0,1,7,267.04,6,7,260,0,0.060658931732177734,True,True,"{""0"": 0, ""1"": 0, ""2"": 4, ""3"": 1, ""4"": 1, ""5"": 3}",,,AF42E12F,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_62,5,external_revkit_cli_rms,rms,314,190,191,21,0,1,7,326.675,6,7,314,0,0.0598447322845459,True,True,"{""0"": 1, ""1"": 2, ""2"": 6, ""3"": 7, ""4"": 4, ""5"": 1}",,,AF42E12F,104eb35f1933b080aa228ad419756f04682d4a2e,
truth_n5_62,5,external_revkit_cli_tbs,tbs,314,190,191,21,0,1,7,326.675,6,7,314,0,0.0603489875793457,True,True,"{""0"": 1, ""1"": 2, ""2"": 6, ""3"": 7, ""4"": 4, ""5"": 1}",,,AF42E12F,104eb35f1933b080aa228ad419756f04682d4a2e,
